train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
250,126,50000,6646,250,l1,0.00024884744198061526,7.590067233127348,0.0449085786461207,0.34185912320899514,0.2182437832238179,0.560102906432813,0.44750747733425095
375,189,50000,6646,250,l1,0.0007157829822972417,8.545394306422942,0.04633903069318452,0.35780235773333163,0.1911821539707753,0.5489845117041069,0.4512066402051698
563,283,50000,6646,250,l1,0.0019630047027021646,8.626260748449061,0.04713413150537902,0.3541693277065461,0.19771733484624648,0.5518866625527926,0.4523961433440986
845,424,50000,6646,250,l1,0.0018555346177890897,8.787753072522,0.04676083164549643,0.3582017367952764,0.1932159970146606,0.551417733809937,0.4527872507493816
1268,635,50000,6646,250,l1,0.0033950996585190296,8.822802079815036,0.044971182588142,0.3549818474036113,0.19391490608898787,0.5488967534925991,0.4520167126423006
1902,952,50000,6646,250,l1,0.007991041988134384,8.808853243796591,0.042665086078432744,0.3617791552538505,0.18270340280164468,0.5444825580554952,0.45851388995298786
2853,1428,50000,6646,250,l1,0.020368674769997597,7.342106292022143,0.03315998731561398,0.342133912202832,0.2108527245091232,0.5529866367119554,0.4493279069955471
4280,2141,50000,6646,250,l1,0.020560679957270622,6.601144056066943,0.028174282420966104,0.336283373070152,0.2183445352126074,0.5546279082827593,0.4466042863558789
6420,3211,50000,6646,250,l1,0.027254698798060417,6.143464536330172,0.022871336779950315,0.3235782053726066,0.2273502692380583,0.550928474610665,0.43978779632360177
9630,4816,50000,6646,250,l1,0.03172701597213745,4.806444365925644,0.014939417794311571,0.29512385693032095,0.26543905845304205,0.5605629153833629,0.42685297043522835
14445,7224,50000,6646,250,l1,0.03351642191410065,3.550932325348414,0.009941127381421595,0.2680939489638881,0.296502839638679,0.5645967886025671,0.4077374940670819
21668,10835,50000,6646,250,l1,0.03059491142630577,2.5563453030351195,0.004855010666099547,0.22300358096184372,0.347592414305677,0.5705959952675207,0.36710790670435023
32502,16252,50000,6646,250,l1,0.02470269240438938,1.6571511552837692,0.0025437985331995794,0.19058212931463728,0.376536861796903,0.5671189911115402,0.3280192108375191
48753,24378,50000,6646,250,l1,0.024453751742839813,1.5822780792337099,0.0023200484308120647,0.19058552118092886,0.3745936855440176,0.5651792067249465,0.3220583625172056
