train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
250,126,50000,6646,250,l1,8.036431245272979e-05,7.822976670426902,0.04369789845483266,0.32804582678451305,0.23766008940651395,0.5657059161910271,0.44348868025592597
375,189,50000,6646,250,l1,0.00020512087212409824,7.995994606305618,0.04520271502798726,0.339112844957451,0.21902894611178259,0.5581417910692335,0.443529723756249
563,283,50000,6646,250,l1,0.000530598103068769,7.053186787008075,0.03982083461252721,0.32406111455041375,0.24572256736262393,0.5697836819130377,0.4379242368623905
845,424,50000,6646,250,l1,0.010328027419745922,8.148161067291415,0.043112319687731694,0.3289395768516516,0.23474103847682715,0.5636806153284788,0.4427327191042886
1268,635,50000,6646,250,l1,0.0016196452779695392,7.323511149649322,0.03785214690762112,0.31685803675354945,0.24719758144739393,0.5640556182009433,0.4376860298346901
1902,952,50000,6646,250,l1,0.003506926354020834,7.211203782895817,0.03756517087012393,0.3327289723143157,0.22516671861310905,0.5578956909274249,0.44642125839447044
2853,1428,50000,6646,250,l1,0.012259305454790592,6.424921715076922,0.030416747543032988,0.3149933028749116,0.24892502153970586,0.5639183244146174,0.4418678459883375
4280,2141,50000,6646,250,l1,0.01301131397485733,6.535969873979553,0.030773362706688515,0.32506080043356256,0.23411794160719085,0.5591787420407535,0.4438427224976133
6420,3211,50000,6646,250,l1,0.020782724022865295,5.606024072568509,0.024339039352056908,0.3090845445060193,0.25388933768303007,0.5629738821890494,0.43663611732082525
9630,4816,50000,6646,250,l1,0.027387304231524467,5.094223002010982,0.01969042535433751,0.30517159797524196,0.2577548986821363,0.5629264966573783,0.432296525494284
14445,7224,50000,6646,250,l1,0.03365393355488777,4.5315641790075984,0.01462364878079948,0.2750055654843105,0.29501496854407444,0.5700205340283849,0.4183017658305271
21668,10835,50000,6646,250,l1,0.036900028586387634,4.611490398412861,0.013028092649569258,0.27955580350593273,0.28866224507877636,0.568218048584709,0.42125417004518056
32502,16252,50000,6646,250,l1,0.0462084598839283,4.1270524690805255,0.01197587627648341,0.2643738113607523,0.3127803764897309,0.5771541878504831,0.41066421148147947
48753,24378,50000,6646,250,l1,0.04441625997424126,4.153442820044888,0.010099319631910205,0.2500286263066883,0.32341320467840234,0.5734418309850907,0.4038114918558972
