train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
2000,1001,4000,2000,0.0067865243181586266,0.0067865243181586266,5.315545942412025,5.315545942412025,5.6229886692685715,"(16, 16)","(16, 16)",0,[]
4000,2001,6000,2000,0.00447824876755476,0.00447824876755476,4.521034579741982,4.521034579741982,3.8824782183110798,"(16, 16)","(16, 16)",0,[]
6000,3001,8000,2000,0.004494920838624239,0.004494920838624239,3.429503235538511,3.429503235538511,3.3257113174768786,"(16, 16)","(16, 16)",0,[]
8000,4001,10000,2000,0.005185816437005997,0.005185816437005997,2.589574886856171,2.589574886856171,2.763737274786325,"(16, 16)","(16, 16)",0,[]
10000,5001,12000,2000,0.006309426389634609,0.006309426389634609,2.7308433085335326,2.7308433085335326,2.5960362885221095,"(16, 16)","(16, 16)",0,[]
12000,6001,14000,2000,0.006973167881369591,0.006973167881369591,2.391429273178477,2.391429273178477,2.2969039805790077,"(16, 16)","(16, 16)",0,[]
14000,7001,16000,2000,0.007625608704984188,0.007625608704984188,2.207544192423054,2.207544192423054,2.294535377057913,"(16, 16)","(16, 16)",0,[]
16000,8001,18000,2000,0.009536812081933022,0.009536812081933022,2.3938011727990864,2.3938011727990864,2.028170863341927,"(16, 16)","(16, 16)",0,[]
18000,9001,20000,2000,0.00891744066029787,0.00891744066029787,2.6793124440023814,2.6793124440023814,1.9732212116272978,"(16, 16)","(16, 16)",0,[]
20000,10001,22000,2000,0.008920266292989254,0.008920266292989254,2.370911636934411,2.370911636934411,1.775782976153853,"(16, 16)","(16, 16)",0,[]
