train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
2000,1001,4000,2000,0.027091514319181442,0.027091514319181442,6.0352662568355075,6.0352662568355075,6.069000517880883,"(4, 4)","(4, 4)",0,[]
4000,2001,6000,2000,0.02646590769290924,0.02646590769290924,5.398303471304201,5.398303471304201,4.831392298098104,"(4, 4)","(4, 4)",0,[]
6000,3001,8000,2000,0.026630422100424767,0.026630422100424767,4.256140215048533,4.256140215048533,3.965016765022262,"(4, 4)","(4, 4)",0,[]
8000,4001,10000,2000,0.02636454813182354,0.02636454813182354,3.4857009183832552,3.4857009183832552,3.4405946403586087,"(4, 4)","(4, 4)",0,[]
10000,5001,12000,2000,0.026665901765227318,0.026665901765227318,3.32578139135648,3.32578139135648,3.2873248212527004,"(4, 4)","(4, 4)",0,[]
12000,6001,14000,2000,0.026949122548103333,0.026949122548103333,3.3361905403719616,3.3361905403719616,3.158312496414585,"(4, 4)","(4, 4)",0,[]
14000,7001,16000,2000,0.02736068330705166,0.02736068330705166,2.6473167399462683,2.6473167399462683,2.8513215637475806,"(4, 4)","(4, 4)",0,[]
16000,8001,18000,2000,0.028679154813289642,0.028679154813289642,2.9203996011500086,2.9203996011500086,2.5722410626905514,"(4, 4)","(4, 4)",0,[]
18000,9001,20000,2000,0.027731815353035927,0.027731815353035927,3.3909057295399516,3.3909057295399516,2.5813144960382615,"(4, 4)","(4, 4)",0,[]
20000,10001,22000,2000,0.02855209819972515,0.02855209819972515,3.0809512321447245,3.0809512321447245,2.5535191364871856,"(4, 4)","(4, 4)",0,[]
