train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
2000,1001,4000,2000,0.0038619041442871094,0.0038619041442871094,4.585205360230521,4.585205360230521,4.895453939029628,"(32, 32)","(32, 32)",0,[]
4000,2001,6000,2000,0.003601512871682644,0.003601512871682644,4.487166074210944,4.487166074210944,3.8396235609740907,"(32, 32)","(32, 32)",0,[]
6000,3001,8000,2000,0.003549211658537388,0.003549211658537388,3.4676170614394204,3.4676170614394204,3.2349835045991715,"(32, 32)","(32, 32)",0,[]
8000,4001,10000,2000,0.0040360395796597,0.0040360395796597,2.6473110312884924,2.6473110312884924,2.783713668886244,"(32, 32)","(32, 32)",0,[]
10000,5001,12000,2000,0.005033337511122227,0.005033337511122227,2.8483208300779674,2.8483208300779674,2.5708068191154534,"(32, 32)","(32, 32)",0,[]
12000,6001,14000,2000,0.005254172254353762,0.005254172254353762,2.4311928563184697,2.4311928563184697,2.3993907759183903,"(32, 32)","(32, 32)",0,[]
14000,7001,16000,2000,0.005309529602527618,0.005309529602527618,2.1249448699294136,2.1249448699294136,2.2669356116764425,"(32, 32)","(32, 32)",0,[]
16000,8001,18000,2000,0.008060794323682785,0.008060794323682785,2.0094210501569103,2.0094210501569103,1.8348006956426435,"(32, 32)","(32, 32)",0,[]
18000,9001,20000,2000,0.006508208345621824,0.006508208345621824,2.574259796173519,2.574259796173519,1.9188535699860212,"(32, 32)","(32, 32)",0,[]
20000,10001,22000,2000,0.006308741867542267,0.006308741867542267,2.383225854234874,2.383225854234874,1.9124555081698136,"(32, 32)","(32, 32)",0,[]
