train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
2000,1001,4000,2000,0.053927090018987656,0.053927090018987656,5.940979234633562,5.940979234633562,6.301592648605311,"(2, 2)","(2, 2)",0,[]
4000,2001,6000,2000,0.054574888199567795,0.054574888199567795,5.897070872381929,5.897070872381929,5.33968799231491,"(2, 2)","(2, 2)",0,[]
6000,3001,8000,2000,0.05483870580792427,0.05483870580792427,5.061300100689672,5.061300100689672,4.8026349029060516,"(2, 2)","(2, 2)",0,[]
8000,4001,10000,2000,0.0547565296292305,0.0547565296292305,4.132858585916944,4.132858585916944,4.4459532193476505,"(2, 2)","(2, 2)",0,[]
10000,5001,12000,2000,0.054392557591199875,0.054392557591199875,4.182949929862449,4.182949929862449,4.2597913396745835,"(2, 2)","(2, 2)",0,[]
12000,6001,14000,2000,0.0547921359539032,0.0547921359539032,4.23881858966081,4.23881858966081,3.9853555114559147,"(2, 2)","(2, 2)",0,[]
14000,7001,16000,2000,0.05523686483502388,0.05523686483502388,3.5750615654318194,3.5750615654318194,3.8479794594188625,"(2, 2)","(2, 2)",0,[]
16000,8001,18000,2000,0.05536310747265816,0.05536310747265816,4.179514406079634,4.179514406079634,3.8408116067672653,"(2, 2)","(2, 2)",0,[]
18000,9001,20000,2000,0.05539653077721596,0.05539653077721596,4.2330164554359,4.2330164554359,3.7057563206727004,"(2, 2)","(2, 2)",0,[]
20000,10001,22000,2000,0.05578948184847832,0.05578948184847832,4.513699041607857,4.513699041607857,3.782028683201925,"(2, 2)","(2, 2)",0,[]
