train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
2000,1001,4000,2000,0.0027951879892498255,0.0027951879892498255,4.583169389274592,4.583169389274592,4.796769609481889,"(64, 64)","(64, 64)",0,[]
4000,2001,6000,2000,0.00277886469848454,0.00277886469848454,4.504195523288589,4.504195523288589,3.9781429716350574,"(64, 64)","(64, 64)",0,[]
6000,3001,8000,2000,0.0020031644962728024,0.0020031644962728024,3.4126128432728264,3.4126128432728264,3.3759385115145246,"(64, 64)","(64, 64)",0,[]
8000,4001,10000,2000,0.002425604034215212,0.002425604034215212,2.7649901981809863,2.7649901981809863,2.9879445713258246,"(64, 64)","(64, 64)",0,[]
10000,5001,12000,2000,0.0026319636963307858,0.0026319636963307858,2.763937387070522,2.763937387070522,2.6884404967313773,"(64, 64)","(64, 64)",0,[]
12000,6001,14000,2000,0.0025293335784226656,0.0025293335784226656,2.499713142032063,2.499713142032063,2.424342079733978,"(64, 64)","(64, 64)",0,[]
14000,7001,16000,2000,0.0035086481366306543,0.0035086481366306543,2.6451141979036894,2.6451141979036894,2.2108059406271012,"(64, 64)","(64, 64)",0,[]
16000,8001,18000,2000,0.004399432800710201,0.004399432800710201,2.244930278374,2.244930278374,1.9001395632334996,"(64, 64)","(64, 64)",0,[]
18000,9001,20000,2000,0.0036437136586755514,0.0036437136586755514,2.5814594138174933,2.5814594138174933,1.9789001464316482,"(64, 64)","(64, 64)",0,[]
20000,10001,22000,2000,0.003949734382331371,0.003949734382331371,2.546749266811531,2.546749266811531,1.8772716524223125,"(64, 64)","(64, 64)",0,[]
