train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
2000,1001,4000,2000,0.0008252569823525846,0.0008252569823525846,4.629737680465236,4.629737680465236,4.925210831915612,"(128, 128)","(128, 128)",0,[]
4000,2001,6000,2000,0.0006072975229471922,0.0006072975229471922,5.108346994651325,5.108346994651325,4.459303429626853,"(128, 128)","(128, 128)",0,[]
6000,3001,8000,2000,0.0005289973341859877,0.0005289973341859877,3.697955051080064,3.697955051080064,3.858398290365095,"(128, 128)","(128, 128)",0,[]
8000,4001,10000,2000,0.00048737271572463214,0.00048737271572463214,2.948440957832338,2.948440957832338,3.3418054632598615,"(128, 128)","(128, 128)",0,[]
10000,5001,12000,2000,0.0008548111654818058,0.0008548111654818058,3.3504702071715333,3.3504702071715333,3.3229335351430462,"(128, 128)","(128, 128)",0,[]
12000,6001,14000,2000,0.0009363905410282314,0.0009363905410282314,3.07915379204582,3.07915379204582,3.0014415018874216,"(128, 128)","(128, 128)",0,[]
14000,7001,16000,2000,0.001064009964466095,0.001064009964466095,2.536347801019631,2.536347801019631,2.7840443596218014,"(128, 128)","(128, 128)",0,[]
16000,8001,18000,2000,0.0006779446848668158,0.0006779446848668158,3.0661633280805054,3.0661633280805054,2.7828313047158924,"(128, 128)","(128, 128)",0,[]
18000,9001,20000,2000,0.0004137885116506368,0.0004137885116506368,3.0412406090383928,3.0412406090383928,2.4614456715306767,"(128, 128)","(128, 128)",0,[]
20000,10001,22000,2000,0.0014693514676764607,0.0014693514676764607,2.9196948699091583,2.9196948699091583,2.2859554941088787,"(128, 128)","(128, 128)",0,[]
