train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
250,126,50000,6646,250,mse,0.00026325861108489335,61.602044462912644,0.24929956533422376,0.4661018083557964,0.041841519544259374,0.5079433279000557,0.4932262721888104
375,189,50000,6646,250,mse,0.0015659102937206626,29.030115213618995,0.1301164697955167,0.4341766801209369,0.08485236602477583,0.5190290461457128,0.48119080996599495
563,283,50000,6646,250,mse,0.0027915346436202526,16.4028035631152,0.07790052833227645,0.4042966459896983,0.1285187415697225,0.5328153875594208,0.4706009957912298
845,424,50000,6646,250,mse,0.0047235977835953236,12.464060270210336,0.06119887344500041,0.3774119441614049,0.16859506608470023,0.5460070102461051,0.45996798497348806
1268,635,50000,6646,250,mse,0.006509555038064718,10.585505736237554,0.04800348081719412,0.35380131676268206,0.19534091970739473,0.5491422364700769,0.4536454736316864
1902,952,50000,6646,250,mse,0.007871195673942566,8.412091239971561,0.03570234224921043,0.3287234402239942,0.23647566257947367,0.565199102803468,0.4405408781860836
2853,1428,50000,6646,250,mse,0.009504199959337711,9.214731839043454,0.03636224873642109,0.30859268211012303,0.258141525397518,0.5667342075076411,0.4326638600649911
4280,2141,50000,6646,250,mse,0.010123069398105145,6.53835970793799,0.023366341461228398,0.2764074510704844,0.29975002829012143,0.5761574793606059,0.42226155938618587
6420,3211,50000,6646,250,mse,0.010691926814615726,5.614405614854362,0.017743567691500844,0.2636366433254973,0.31643421143836675,0.5800708547638641,0.41394733857568194
9630,4816,50000,6646,250,mse,0.012179098092019558,5.352490035515116,0.016553917627855762,0.2583289340591657,0.32297586723027993,0.5813048012894456,0.4119435313643478
14445,7224,50000,6646,250,mse,0.012490720488131046,4.893512313113553,0.015411757337502514,0.2518987388215238,0.3275862720119993,0.5794850108335231,0.40935453956587986
