train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
250,126,50000,6646,250,mse,0.0009325576247647405,94.97502451922173,0.35508780448491734,0.4700899138357189,0.037724582897980696,0.5078144967336996,0.49403588986354224
375,189,50000,6646,250,mse,0.001460945699363947,23.20803285864848,0.10669642327015064,0.4252397411033388,0.09955946882691548,0.5247992099302543,0.4770312266818293
563,283,50000,6646,250,mse,0.0028555968310683966,20.053858981374173,0.09491225862802846,0.4151524774740487,0.11328591063175722,0.5284383881058059,0.47506422756403227
845,424,50000,6646,250,mse,0.003097774228081107,15.242373073636424,0.07522023578990347,0.39154001627744633,0.1470607320096226,0.5386007482870689,0.4656280266789179
1268,635,50000,6646,250,mse,0.005609908141195774,11.195264178742574,0.050933670059310085,0.3524348918124696,0.19779208319277125,0.5502269750052408,0.4526499348695578
1902,952,50000,6646,250,mse,0.00882895290851593,9.602115387331981,0.040260431114931355,0.32386095645651997,0.24267947922975727,0.5665404356862773,0.44008851949904254
2853,1428,50000,6646,250,mse,0.009596345014870167,7.278517196774009,0.029928640276496412,0.2957722920451394,0.2766949285256265,0.5724672205707658,0.42709853592174296
4280,2141,50000,6646,250,mse,0.010362386703491211,7.015015483489637,0.02648914693701747,0.28536866579630676,0.2876351989699528,0.5730038647662596,0.4241523013193362
6420,3211,50000,6646,250,mse,0.011689791455864906,6.239561769156296,0.02118214322061384,0.26262750363745363,0.3218749665160705,0.5845024701535242,0.4155194537510015
9630,4816,50000,6646,250,mse,0.012494677677750587,5.093781762942737,0.016605163221114126,0.251002367770596,0.3294737757170554,0.5804761434876513,0.4129887752381237
