train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
2000,2001,2000,2000,2000,l1,0.057880353182554245,0.010299416975691643,0.17179160953268105,0.18638979676082382,0.35818140629350487,0.4999938833919364
4000,4001,2000,2000,2000,l1,0.057880353182554245,0.010299416975691643,0.17179160953268105,0.18638979676082382,0.35818140629350487,0.4999938833919364
