train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
1000,501,1000,1000,1000,l1,0.004887942690402269,0.036759829223020554,0.36072733798807355,0.19096836294085262,0.5516957009289262,0.4514339826106958
2000,1001,2000,1000,1000,l1,0.006628259085118771,0.03432649042085392,0.3645318540083206,0.1790371945212965,0.5435690485296172,0.45615990958797853
3000,1501,3000,1000,1000,l1,0.00857737846672535,0.035917405452345494,0.3792464455994729,0.1636657834301569,0.5429122290296298,0.46091356084924323
4000,2001,4000,1000,1000,l1,0.010077429004013538,0.03692182969077169,0.36700787994215656,0.17662167808025514,0.5436295580224116,0.44536064751617505
5000,2501,5000,1000,1000,l1,0.012020321562886238,0.03202022730035616,0.36402208750242776,0.17381465259947929,0.5378367401019071,0.4573326662654385
6000,3001,6000,1000,1000,l1,0.013440924696624279,0.038196437296371316,0.36414228536657284,0.18015531462061588,0.5442975999871887,0.4561217266270595
7000,3501,7000,1000,1000,l1,0.015100746415555477,0.0392049201762337,0.36842908433611465,0.17101314729209008,0.5394422316282048,0.4531175182333157
8000,4001,8000,1000,1000,l1,0.01691226102411747,0.033833603530809324,0.36269930382721616,0.18341475291021855,0.5461140567374347,0.4549738119320369
9000,4501,9000,1000,1000,l1,0.01825772412121296,0.03262643988681187,0.36540841774220917,0.18117343324003066,0.5465818509822398,0.45698090049905454
10000,5001,10000,1000,1000,l1,0.019539061933755875,0.03310205572100959,0.35549507863661417,0.18379636023865328,0.5392914388752674,0.44974800592373926
11000,5501,11000,1000,1000,l1,0.020809456706047058,0.03420681165217,0.3730018064922284,0.16665254391883863,0.539654350411067,0.4597924879099546
12000,6001,12000,1000,1000,l1,0.021908914670348167,0.03567063773970271,0.3493302390120747,0.18966149389050443,0.5389917329025791,0.4486920115684662
13000,6501,13000,1000,1000,l1,0.022677849978208542,0.03214366582284896,0.34995762009505577,0.19122502462052263,0.5411826447155783,0.4397708253460586
14000,7001,14000,1000,1000,l1,0.02345140092074871,0.0321340769909123,0.35813398350511405,0.18577373366262834,0.5439077171677423,0.4518057508265811
15000,7501,15000,1000,1000,l1,0.02418309450149536,0.03029961480876651,0.34691982370449936,0.19143430765752595,0.5383541313620255,0.4523232309060306
16000,8001,16000,1000,1000,l1,0.025407498702406883,0.029913033828234445,0.3408530241006449,0.1965780945654843,0.5374311186661292,0.450042314138295
17000,8501,17000,1000,1000,l1,0.02663879096508026,0.028436350747666168,0.3552237515936046,0.19553357588196751,0.550757327475572,0.44532674870027517
18000,9001,18000,1000,1000,l1,0.02731349878013134,0.030622343772500175,0.3450964471866654,0.19161088763231843,0.5367073348189838,0.4512598602394781
19000,9501,19000,1000,1000,l1,0.027848482131958008,0.029122695937093837,0.3334920569625676,0.20365104990188668,0.5371431068644542,0.4447574505907886
20000,10001,20000,1000,1000,l1,0.028551185503602028,0.034077236248088116,0.3382046991695682,0.206912193193348,0.5451168923629162,0.4366972624188095
21000,10501,21000,1000,1000,l1,0.029501518234610558,0.035647264810591946,0.36076373916945975,0.18070092515673405,0.5414646643261938,0.4583497319823899
22000,11001,22000,1000,1000,l1,0.03021317906677723,0.030094031814112694,0.34770848478046856,0.1886809975680527,0.5363894823485212,0.4460800900950609
23000,11501,23000,1000,1000,l1,0.030381647869944572,0.030540370584541697,0.341363607806106,0.2023238906564616,0.5436874984625677,0.4483273296212614
24000,12001,24000,1000,1000,l1,0.03106009215116501,0.026899152012499625,0.345094588790962,0.21056141180451818,0.5556560005954803,0.44439490532374326
25000,12501,25000,1000,1000,l1,0.03147461265325546,0.025516745324407206,0.34064247677455206,0.2130136148347168,0.553656091609269,0.43964095731532793
26000,13001,26000,1000,1000,l1,0.031974222511053085,0.02667953893439071,0.3068236076915408,0.24556357047518018,0.552387178166721,0.433248447745568
27000,13501,27000,1000,1000,l1,0.03250448778271675,0.02382411241470575,0.3227915163274207,0.23240032209967282,0.5551918384270934,0.4321143930651302
28000,14001,28000,1000,1000,l1,0.032928381115198135,0.023639511123528564,0.31919665006460507,0.220379286271919,0.5395759363365241,0.45145598873665144
29000,14501,29000,1000,1000,l1,0.03333690017461777,0.027610167412150315,0.319125563190818,0.2270637951554907,0.5461893583463087,0.43549255101843976
30000,15001,30000,1000,1000,l1,0.03361557051539421,0.025073570363075174,0.32604828373187034,0.22265042554915165,0.548698709281022,0.4359444029934641
31000,15501,31000,1000,1000,l1,0.033816706389188766,0.03575799099499542,0.30943297531029473,0.23588769213350247,0.5453206674437973,0.4405067595696842
32000,16001,32000,1000,1000,l1,0.034114256501197815,0.022287762014475535,0.3268052539284707,0.22468776594239695,0.5514930198708676,0.43497623561516047
33000,16501,33000,1000,1000,l1,0.03456573933362961,0.026481222862665278,0.32812797175251596,0.2294761106907646,0.5576040824432805,0.43810493895038577
34000,17001,34000,1000,1000,l1,0.034702230244874954,0.021809393663259933,0.2913460307110577,0.25247500705319986,0.5438210377642575,0.4249509024172037
35000,17501,35000,1000,1000,l1,0.03507307916879654,0.018450512247538457,0.32109898437102324,0.22676907600469076,0.547868060375714,0.4321071579059997
36000,18001,36000,1000,1000,l1,0.03513395041227341,0.02114545709696457,0.32976481015946285,0.2194734916392909,0.5492383017987538,0.4281179206584518
37000,18501,37000,1000,1000,l1,0.035384029150009155,0.021293584858495977,0.29833610143651007,0.246800011107119,0.5451361125436291,0.433993336314073
38000,19001,38000,1000,1000,l1,0.03544282540678978,0.019816999787699012,0.3176210260526865,0.2462641806277312,0.5638852066804177,0.4243092647619025
