train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
1000,501,55646,1000,1000,l1,0.001954097067937255,6.819885493085819,0.030587310720496416,0.30331509193806616,0.268182450901624,0.5714975428396901,0.4409822929968478
2000,1001,55646,1000,1000,l1,0.0077763390727341175,6.728874744375022,0.03229507882307746,0.29835908195739036,0.27574356691665236,0.5741026488740426,0.4200102924246041
3000,1501,55646,1000,1000,l1,0.014786227606236935,6.809538900681319,0.03313212165575835,0.3290722520647507,0.24365869383152688,0.5727309458962775,0.440804289839997
4000,2001,55646,1000,1000,l1,0.019876133650541306,7.247787711293964,0.031812293315657394,0.331988875199453,0.2271216380614073,0.5591105132608604,0.4502443396153181
5000,2501,55646,1000,1000,l1,0.023134563118219376,7.028094762938725,0.03380897868314748,0.3352488528229107,0.22554704093648936,0.5607958937594001,0.44600562946686695
6000,3001,55646,1000,1000,l1,0.024471616372466087,6.976687079148864,0.0337367102798325,0.3258378086300478,0.24685527964110549,0.5726930882711533,0.44116270013474407
7000,3501,55646,1000,1000,l1,0.02605719491839409,7.313146248397975,0.03288092738436017,0.3298329092988674,0.23343138965193178,0.5632642989507992,0.43601421031937765
8000,4001,55646,1000,1000,l1,0.027978338301181793,7.6251612100558015,0.03560112542775054,0.31831239414402684,0.23993058434090264,0.5582429784849295,0.44173054421158897
9000,4501,55646,1000,1000,l1,0.02957257814705372,7.3077729287676965,0.03267729217277979,0.3405121657675728,0.2165377809984824,0.5570499467660552,0.4453291386576528
10000,5001,55646,1000,1000,l1,0.031847454607486725,7.631084998619759,0.03199908001990905,0.34709824304849496,0.21092719335831311,0.558025436406808,0.4491146673130529
11000,5501,55646,1000,1000,l1,0.03299150615930557,7.2891682216990406,0.030160310522662572,0.3159819932501826,0.2379114252179362,0.5538934184681189,0.4382554452053442
12000,6001,55646,1000,1000,l1,0.03365050256252289,7.745515182608176,0.03155323012110704,0.32164931993719564,0.2292127038570364,0.5508620237942321,0.4362201221195417
13000,6501,55646,1000,1000,l1,0.035180412232875824,6.623137586584747,0.027968884571637025,0.3054977885067405,0.25777485926874183,0.5632726477754822,0.42990575681372273
14000,7001,55646,1000,1000,l1,0.03590097650885582,6.698480280502758,0.028012104905881983,0.31188304993591626,0.25128990799664547,0.5631729579325617,0.4350170226203488
15000,7501,55646,1000,1000,l1,0.03698007017374039,5.6567434007021165,0.025753561062901095,0.29701358412225837,0.2633168072199803,0.5603303913422387,0.43181747631440714
16000,8001,55646,1000,1000,l1,0.04203091189265251,6.291224640630185,0.0277675862606789,0.32514962477382753,0.23259019672253106,0.5577398214963586,0.43652751148420216
17000,8501,55646,1000,1000,l1,0.04195554926991463,5.926948647257321,0.02395210448102022,0.31006892658828294,0.2456431086363497,0.5557120352246326,0.4332196704549924
18000,9001,55646,1000,1000,l1,0.0420021191239357,5.9272839356308555,0.023320520179802975,0.316198257520309,0.2508631979028771,0.5670614554231861,0.4334538334880152
19000,9501,55646,1000,1000,l1,0.04292471706867218,6.162512589160181,0.0228469717041366,0.31157694644248746,0.2458109383954064,0.5573878848378938,0.4369235425747864
20000,10001,55646,1000,1000,l1,0.04323437809944153,6.030585264665341,0.02138918160937602,0.30735526647763733,0.25691695690862243,0.5642722233862597,0.44072910895275563
21000,10501,55646,1000,1000,l1,0.043785061687231064,6.1979992393149885,0.022416354006496414,0.32818997643133513,0.23349607044412807,0.5616860468754633,0.4359936063125837
22000,11001,55646,1000,1000,l1,0.044169556349515915,6.541580840776059,0.021253608362229434,0.31473897378229687,0.24632605617732584,0.5610650299596226,0.4288743613096158
