train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
1000,501,55646,1000,1000,l1,0.03096585161983967,10.11219835754392,0.05201031284470909,0.3887071643985976,0.1588626775783352,0.5475698419769328,0.46258497417975697
2000,1001,55646,1000,1000,l1,0.043855931609869,7.054597119390951,0.03771030149668908,0.3371263561438806,0.21937362314384742,0.556499979287728,0.449974656017024
3000,1501,55646,1000,1000,l1,0.050827089697122574,6.705078206697119,0.03274874470835107,0.34987287909097586,0.21186806335686134,0.5617409424478371,0.4397645312854317
4000,2001,55646,1000,1000,l1,0.0551457554101944,6.378069932720607,0.025758299224378407,0.30255901884121283,0.27072604774453074,0.5732850665857435,0.4337916478883394
5000,2501,55646,1000,1000,l1,0.05652494728565216,5.556219850481874,0.022549131347258097,0.29335024706106333,0.2757563008899275,0.5691065479509909,0.4300097100712255
6000,3001,55646,1000,1000,l1,0.058722808957099915,5.564934992984735,0.022194238561437027,0.2715911468160986,0.307133171578598,0.5787243183946964,0.4229437011273919
7000,3501,55646,1000,1000,l1,0.060530003160238266,5.886282967230922,0.021645423415427655,0.29914676067340484,0.287916628674845,0.5870633893482498,0.42811897197329074
8000,4001,55646,1000,1000,l1,0.062064871191978455,5.29682407660354,0.019771314405027603,0.280545003449414,0.3026552834858437,0.5832002869352577,0.42353732724379334
9000,4501,55646,1000,1000,l1,0.06222570687532425,4.9293863872129835,0.01829569610237232,0.2710981278658438,0.30706055747210836,0.5781586853379523,0.4205264473900746
10000,5001,55646,1000,1000,l1,0.06197701767086983,4.553517430887853,0.01665776409826854,0.2511020081061625,0.3274940748775643,0.5785960829837268,0.40864289714661406
11000,5501,55646,1000,1000,l1,0.062470968812704086,4.234239966323304,0.016166983365566073,0.2502255246767184,0.33388172305468083,0.5841072477313993,0.40809890035283947
12000,6001,55646,1000,1000,l1,0.062598317861557,4.509117246560847,0.0165499974626201,0.2659257824611948,0.3117440519031376,0.5776698343643324,0.414390908361695
13000,6501,55646,1000,1000,l1,0.06248927488923073,4.405169733649747,0.015868204589692705,0.26334002694986414,0.311038944392106,0.5743789713419701,0.41171816222966845
14000,7001,55646,1000,1000,l1,0.06239747256040573,4.104583327726348,0.01429198862471277,0.25797054261398733,0.3229730741551012,0.5809436167690885,0.40470846583812886
15000,7501,55646,1000,1000,l1,0.06250572204589844,4.156050973745523,0.014964796103030961,0.26254246580389246,0.311961263796359,0.5745037296002515,0.398808442285719
16000,8001,55646,1000,1000,l1,0.06776006519794464,4.280116311576101,0.01491427909158838,0.2428195832967037,0.3355274543951023,0.5783470376918058,0.4013981466846737
17000,8501,55646,1000,1000,l1,0.06736799329519272,3.7343193578681255,0.014444593283059467,0.24866972000623963,0.328377818301935,0.5770475383081747,0.4002768950400202
18000,9001,55646,1000,1000,l1,0.06726174801588058,3.91445530173037,0.014252009222024417,0.24319444610202517,0.3325010526057366,0.5756954987077619,0.40307197799422295
19000,9501,55646,1000,1000,l1,0.06742290407419205,4.117624544680017,0.013981096253297616,0.24745361867729715,0.3318191096315363,0.5792727283088334,0.4089592339502128
20000,10001,55646,1000,1000,l1,0.0675114244222641,4.082914989359755,0.013613996092834597,0.2537639537168398,0.3301522819980118,0.5839162357148516,0.4100170384156961
21000,10501,55646,1000,1000,l1,0.06770627945661545,3.92018551720874,0.013497880561189586,0.2518447230310219,0.32633030546206987,0.5781750284930918,0.4072863801949713
22000,11001,55646,1000,1000,l1,0.06779970973730087,4.068534093811262,0.0134626707067378,0.25054489930701873,0.32980267179724704,0.5803475711042658,0.40928110949979757
23000,11501,55646,1000,1000,l1,0.06786072254180908,3.964942084055996,0.012933566704319392,0.25668111822479955,0.33453845287327183,0.5912195710980713,0.4069140902799439
24000,12001,55646,1000,1000,l1,0.06790012866258621,3.8879674903909853,0.013256020325201887,0.2564410754475985,0.3304974658787239,0.5869385413263224,0.4049881931243001
25000,12501,55646,1000,1000,l1,0.06753189116716385,3.9167952718470733,0.01277103560022039,0.25808003811144353,0.325549339973491,0.5836293780849345,0.41135389462393507
26000,13001,55646,1000,1000,l1,0.06752615422010422,3.728419705865885,0.0124308546737125,0.2582623642996605,0.32143153630749166,0.5796939006071522,0.4099987879204624
27000,13501,55646,1000,1000,l1,0.0675945058465004,3.719024644430875,0.01211187723369787,0.2532018074427459,0.324833315568162,0.5780351230109079,0.40209470784460527
28000,14001,55646,1000,1000,l1,0.06660844385623932,3.6713286657499675,0.011906955646465062,0.25105157237164955,0.3244833303133638,0.5755349026850133,0.39736845528877757
29000,14501,55646,1000,1000,l1,0.06639719009399414,3.801382657419961,0.012092202559782772,0.25815645174767643,0.31648665742952414,0.5746431091772006,0.4080406557913851
30000,15001,55646,1000,1000,l1,0.06593531370162964,4.0695760102462115,0.011796348718254438,0.2610474079746053,0.3185314498871565,0.5795788578617619,0.4120244305431878
31000,15501,55646,1000,1000,l1,0.0655454695224762,3.6863682412697956,0.01134917356467776,0.26120472782769083,0.3135815148915144,0.5747862427192052,0.416255605303303
32000,16001,55646,1000,1000,l1,0.06539882719516754,3.545797802392396,0.011015400111620107,0.2468913414246581,0.33219925165378067,0.5790905930784388,0.4055276803144409
33000,16501,55646,1000,1000,l1,0.06512725353240967,3.3864327804627283,0.011199054680432922,0.2614325961179323,0.31957425543045703,0.5810068515483893,0.4058372293925669
34000,17001,55646,1000,1000,l1,0.0650453120470047,3.458344122036169,0.011371045124250193,0.2635625336007801,0.3167448747504321,0.5803074083512122,0.4070437733449149
