train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
5000,2501,50000,5000,5000,mse,0.0026530649047344923,5.566926681634523,0.017621234763370446,0.32304994723403596,0.23149977600475977,0.5545497232387957,0.4398808574484225
10000,5001,50000,5000,5000,mse,0.004010434728115797,4.120281613173946,0.01167318525483051,0.28956832317340647,0.27131266187600905,0.5608809850494154,0.41833049701311165
15000,7501,50000,5000,5000,mse,0.0039680711925029755,3.5292956823602544,0.008890968007239606,0.27059974918419216,0.2922188161414032,0.5628185653255953,0.40987443764676584
20000,10001,50000,5000,5000,mse,0.0037427593488246202,3.2216776489993713,0.007343207499271662,0.25921111095369587,0.3043323978034215,0.5635435087571173,0.39696416649562505
25000,12501,50000,5000,5000,mse,0.0036867891903966665,3.0219793795460466,0.006330134911666859,0.250104013738745,0.3120217302850346,0.5621257440237796,0.3912087450251638
30000,15001,50000,5000,5000,mse,0.0036318006459623575,2.8678686790177834,0.00561863373358691,0.2426171102872402,0.323993442131241,0.5666105524184811,0.38687904507054593
35000,17501,50000,5000,5000,mse,0.003507085610181093,2.7334614256408645,0.005166728336495795,0.240981383669786,0.3256274723883791,0.5666088560581651,0.38282883060140965
40000,20001,50000,5000,5000,mse,0.0034916128497570753,2.60988662957129,0.004852892285699024,0.23605769065219606,0.3291872568638647,0.5652449475160607,0.3781038859061809
45000,22501,50000,5000,5000,mse,0.0035114886704832315,2.6117138101298796,0.004734997031556014,0.2371930023877541,0.3281911197717599,0.565384122159514,0.37816877165910334
50000,25001,50000,5000,5000,mse,0.003460312495008111,2.5349743738039,0.0044589020194077365,0.23182101769755728,0.3338052737909342,0.5656262914884915,0.3741481784833256
