train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
1000,501,1000,1000,0.05460400506854057,0.05460400506854057,6.61027403553015,6.61027403553015,7.361187679542964,"(2, 2)","(2, 2)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.8043970795925802, 'ranks_before': (2, 2), 'ranks_after_expand': (4, 2), 'ranks_after_compress': (2, 2), 'expand_loss': 0.0544172041118145, 'compress_loss': 0.054326046258211136, 'prev_best_val': 6.61027403553015, 'candidate_val': 6.688823422024014, 'improved': False}]"
2000,1001,2000,1000,0.05464745685458183,0.05464745685458183,6.514629377212998,6.514629377212998,7.550739973870814,"(2, 2)","(2, 2)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.8081664612218235, 'ranks_before': (2, 2), 'ranks_after_expand': (4, 2), 'ranks_after_compress': (2, 2), 'expand_loss': 0.05443764850497246, 'compress_loss': 0.05432526022195816, 'prev_best_val': 6.514629377212998, 'candidate_val': 6.521674602279565, 'improved': False}]"
3000,1501,3000,1000,0.05388650298118591,0.05369564890861511,6.193776073936076,5.948192313692537,6.529443862106839,"(2, 2)","(3, 2)",2,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.7960242905088116, 'ranks_before': (2, 2), 'ranks_after_expand': (4, 2), 'ranks_after_compress': (3, 2), 'expand_loss': 0.05376175045967102, 'compress_loss': 0.05369564890861511, 'prev_best_val': 6.193776073936076, 'candidate_val': 5.948192313692537, 'improved': True}, {'trial': 2, 'layer': 1, 'sv_ratio': 0.6364431072482839, 'ranks_before': (3, 2), 'ranks_after_expand': (3, 4), 'ranks_after_compress': (3, 4), 'expand_loss': 0.03715931251645088, 'compress_loss': 0.03633619099855423, 'prev_best_val': 5.948192313692537, 'candidate_val': 6.476916162927234, 'improved': False}]"
4000,2001,4000,1000,0.05379064008593559,0.05379064008593559,6.035501670586852,6.035501670586852,5.777928263805495,"(3, 2)","(3, 2)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.6765230483157888, 'ranks_before': (3, 2), 'ranks_after_expand': (6, 2), 'ranks_after_compress': (4, 2), 'expand_loss': 0.05344248190522194, 'compress_loss': 0.0474795401096344, 'prev_best_val': 6.035501670586852, 'candidate_val': 6.180155447643911, 'improved': False}]"
5000,2501,5000,1000,0.04845506325364113,0.047354359179735184,5.416039440771268,5.176242463605636,5.783832391219621,"(3, 2)","(5, 2)",2,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.5005199821986656, 'ranks_before': (3, 2), 'ranks_after_expand': (6, 2), 'ranks_after_compress': (5, 2), 'expand_loss': 0.04765157029032707, 'compress_loss': 0.047354359179735184, 'prev_best_val': 5.416039440771268, 'candidate_val': 5.176242463605636, 'improved': True}, {'trial': 2, 'layer': 1, 'sv_ratio': 0.3548673026507243, 'ranks_before': (5, 2), 'ranks_after_expand': (5, 4), 'ranks_after_compress': (5, 4), 'expand_loss': 0.028574863448739052, 'compress_loss': 0.027932658791542053, 'prev_best_val': 5.176242463605636, 'candidate_val': 6.074187592045728, 'improved': False}]"
6000,3001,6000,1000,0.048371072858572006,0.048371072858572006,4.725167055648579,4.725167055648579,5.679969923057282,"(5, 2)","(5, 2)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.40658466060362475, 'ranks_before': (5, 2), 'ranks_after_expand': (5, 4), 'ranks_after_compress': (5, 4), 'expand_loss': 0.03187939152121544, 'compress_loss': 0.0293070487678051, 'prev_best_val': 4.725167055648579, 'candidate_val': 5.270498936205347, 'improved': False}]"
7000,3501,7000,1000,0.048963434994220734,0.02785416878759861,7.684545897156895,7.474896918882768,6.356691223715789,"(5, 2)","(9, 4)",3,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.45029164337597144, 'ranks_before': (5, 2), 'ranks_after_expand': (10, 2), 'ranks_after_compress': (9, 2), 'expand_loss': 0.04770520329475403, 'compress_loss': 0.04727431386709213, 'prev_best_val': 7.684545897156895, 'candidate_val': 7.677674155792985, 'improved': True}, {'trial': 2, 'layer': 1, 'sv_ratio': 0.5030270654828647, 'ranks_before': (9, 2), 'ranks_after_expand': (9, 4), 'ranks_after_compress': (9, 4), 'expand_loss': 0.031481657177209854, 'compress_loss': 0.02785416878759861, 'prev_best_val': 7.677674155792985, 'candidate_val': 7.474896918882768, 'improved': True}, {'trial': 3, 'layer': 0, 'sv_ratio': 0.23445635111876392, 'ranks_before': (9, 4), 'ranks_after_expand': (18, 4), 'ranks_after_compress': (18, 4), 'expand_loss': 0.02432510256767273, 'compress_loss': 0.02391013316810131, 'prev_best_val': 7.474896918882768, 'candidate_val': 8.053864026037035, 'improved': False}]"
8000,4001,8000,1000,0.029225867241621017,0.029225867241621017,6.275628340936036,6.275628340936036,6.567955297159763,"(9, 4)","(9, 4)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.25277651530843986, 'ranks_before': (9, 4), 'ranks_after_expand': (18, 4), 'ranks_after_compress': (18, 4), 'expand_loss': 0.02595602162182331, 'compress_loss': 0.02470220811665058, 'prev_best_val': 6.275628340936036, 'candidate_val': 7.041480637472497, 'improved': False}]"
9000,4501,9000,1000,0.031180867925286293,0.031180867925286293,6.120614224547636,6.120614224547636,6.528867854445035,"(9, 4)","(9, 4)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.23898348256578586, 'ranks_before': (9, 4), 'ranks_after_expand': (18, 4), 'ranks_after_compress': (18, 4), 'expand_loss': 0.02698340266942978, 'compress_loss': 0.026227431371808052, 'prev_best_val': 6.120614224547636, 'candidate_val': 6.336184975153262, 'improved': False}]"
10000,5001,10000,1000,0.03286000341176987,0.03286000341176987,6.29254766754205,6.29254766754205,6.4459698937999175,"(9, 4)","(9, 4)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.23775879579783915, 'ranks_before': (9, 4), 'ranks_after_expand': (18, 4), 'ranks_after_compress': (18, 4), 'expand_loss': 0.02793148346245289, 'compress_loss': 0.026982266455888748, 'prev_best_val': 6.29254766754205, 'candidate_val': 6.474619049653593, 'improved': False}]"
