train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
1000,501,1000,1000,0.07279910892248154,0.07279910892248154,6.4672076725993355,6.4672076725993355,7.077423662783168,"(1, 1, 1, 1)","(1, 1, 1, 1)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 1.0, 'ranks_before': (1, 1, 1, 1), 'ranks_after_expand': (2, 1, 1, 1), 'ranks_after_compress': (2, 1, 1, 1), 'expand_loss': 0.07280579209327698, 'compress_loss': 0.07274731248617172, 'prev_best_val': 6.4672076725993355, 'candidate_val': 6.475227044328743, 'improved': False}]"
2000,1001,2000,1000,0.07320889085531235,0.07312963157892227,5.578684922811428,5.559149857922292,6.561841255766138,"(1, 1, 1, 1)","(2, 1, 1, 1)",2,"[{'trial': 1, 'layer': 0, 'sv_ratio': 1.0, 'ranks_before': (1, 1, 1, 1), 'ranks_after_expand': (2, 1, 1, 1), 'ranks_after_compress': (2, 1, 1, 1), 'expand_loss': 0.07315970957279205, 'compress_loss': 0.07312963157892227, 'prev_best_val': 5.578684922811428, 'candidate_val': 5.559149857922292, 'improved': True}, {'trial': 2, 'layer': 1, 'sv_ratio': 1.0, 'ranks_before': (2, 1, 1, 1), 'ranks_after_expand': (2, 2, 1, 1), 'ranks_after_compress': (2, 2, 1, 1), 'expand_loss': 0.0731075331568718, 'compress_loss': 0.07309482246637344, 'prev_best_val': 5.559149857922292, 'candidate_val': 5.572067689453524, 'improved': False}]"
3000,1501,3000,1000,0.07305096834897995,0.07305096834897995,5.527534452862146,5.527534452862146,6.207235340993663,"(2, 1, 1, 1)","(2, 1, 1, 1)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 1.0, 'ranks_before': (2, 1, 1, 1), 'ranks_after_expand': (2, 2, 1, 1), 'ranks_after_compress': (1, 1, 1, 1), 'expand_loss': 0.07299226522445679, 'compress_loss': 0.07297849655151367, 'prev_best_val': 5.527534452862146, 'candidate_val': 5.5300367024278625, 'improved': False}]"
4000,2001,4000,1000,0.07336951047182083,0.07336951047182083,5.8158649948317995,5.8158649948317995,6.068730664086509,"(2, 1, 1, 1)","(2, 1, 1, 1)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 1.0, 'ranks_before': (2, 1, 1, 1), 'ranks_after_expand': (2, 2, 1, 1), 'ranks_after_compress': (2, 1, 1, 1), 'expand_loss': 0.07332829385995865, 'compress_loss': 0.07323489338159561, 'prev_best_val': 5.8158649948317995, 'candidate_val': 5.869217055304873, 'improved': False}]"
5000,2501,5000,1000,0.07412030547857285,0.07393639534711838,5.19189348413954,5.033207644963435,5.729077352491361,"(2, 1, 1, 1)","(2, 2, 2, 1)",3,"[{'trial': 1, 'layer': 1, 'sv_ratio': 1.0, 'ranks_before': (2, 1, 1, 1), 'ranks_after_expand': (2, 2, 1, 1), 'ranks_after_compress': (2, 2, 1, 1), 'expand_loss': 0.07398206740617752, 'compress_loss': 0.0739566758275032, 'prev_best_val': 5.19189348413954, 'candidate_val': 5.102585694408495, 'improved': True}, {'trial': 2, 'layer': 2, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 1, 1), 'ranks_after_expand': (2, 2, 2, 1), 'ranks_after_compress': (2, 2, 2, 1), 'expand_loss': 0.07394809275865555, 'compress_loss': 0.07393639534711838, 'prev_best_val': 5.102585694408495, 'candidate_val': 5.033207644963435, 'improved': True}, {'trial': 3, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.05511796846985817, 'compress_loss': 0.05475897341966629, 'prev_best_val': 5.033207644963435, 'candidate_val': 6.3776296567237445, 'improved': False}]"
6000,3001,6000,1000,0.07386339455842972,0.07386339455842972,5.7276675008425375,5.7276675008425375,5.712837398927988,"(2, 2, 2, 1)","(2, 2, 2, 1)",1,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.05576062202453613, 'compress_loss': 0.05473560467362404, 'prev_best_val': 5.7276675008425375, 'candidate_val': 6.026754656147568, 'improved': False}]"
7000,3501,7000,1000,0.07366565614938736,0.07366565614938736,7.054996714745634,7.054996714745634,5.49988876859788,"(2, 2, 2, 1)","(2, 2, 2, 1)",1,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.05648073926568031, 'compress_loss': 0.05498909577727318, 'prev_best_val': 7.054996714745634, 'candidate_val': 9.011184400073194, 'improved': False}]"
8000,4001,8000,1000,0.07398724555969238,0.07398724555969238,5.206614626486639,5.206614626486639,5.535501896603834,"(2, 2, 2, 1)","(2, 2, 2, 1)",1,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.059330619871616364, 'compress_loss': 0.05557212978601456, 'prev_best_val': 5.206614626486639, 'candidate_val': 6.038023312844005, 'improved': False}]"
9000,4501,9000,1000,0.07388196140527725,0.07388196140527725,5.935407716124831,5.935407716124831,5.635401578363522,"(2, 2, 2, 1)","(2, 2, 2, 1)",1,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 1, 2), 'expand_loss': 0.07386298477649689, 'compress_loss': 0.07373838126659393, 'prev_best_val': 5.935407716124831, 'candidate_val': 6.073075233864145, 'improved': False}]"
10000,5001,10000,1000,0.074000783264637,0.074000783264637,5.616232080234291,5.616232080234291,5.71451159260709,"(2, 2, 2, 1)","(2, 2, 2, 1)",1,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 1, 2), 'expand_loss': 0.07396868616342545, 'compress_loss': 0.07391740381717682, 'prev_best_val': 5.616232080234291, 'candidate_val': 5.845706486177321, 'improved': False}]"
11000,5501,11000,1000,0.0739830806851387,0.0739830806851387,5.5548802454184205,5.5548802454184205,5.887226339905721,"(2, 2, 2, 1)","(2, 2, 2, 1)",1,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 1, 2), 'expand_loss': 0.07379662245512009, 'compress_loss': 0.0737244039773941, 'prev_best_val': 5.5548802454184205, 'candidate_val': 5.696325611274314, 'improved': False}]"
12000,6001,12000,1000,0.0736478790640831,0.061144594103097916,6.066422254089066,5.560157477529688,5.820564029349015,"(2, 2, 2, 1)","(2, 2, 2, 2)",2,"[{'trial': 1, 'layer': 3, 'sv_ratio': 1.0, 'ranks_before': (2, 2, 2, 1), 'ranks_after_expand': (2, 2, 2, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.06482301652431488, 'compress_loss': 0.061144594103097916, 'prev_best_val': 6.066422254089066, 'candidate_val': 5.560157477529688, 'improved': True}, {'trial': 2, 'layer': 2, 'sv_ratio': 0.5019854316880822, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.0590340681374073, 'compress_loss': 0.05716847628355026, 'prev_best_val': 5.560157477529688, 'candidate_val': 6.257549807245652, 'improved': False}]"
13000,6501,13000,1000,0.06010352447628975,0.06010352447628975,5.8015899709746845,5.8015899709746845,5.883207686850611,"(2, 2, 2, 2)","(2, 2, 2, 2)",1,"[{'trial': 1, 'layer': 2, 'sv_ratio': 0.5584024693182382, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.059649549424648285, 'compress_loss': 0.0590994767844677, 'prev_best_val': 5.8015899709746845, 'candidate_val': 6.2540737906904305, 'improved': False}]"
14000,7001,14000,1000,0.06037295237183571,0.05698009952902794,6.330467551341879,5.93586512158383,5.664191034172489,"(2, 2, 2, 2)","(2, 2, 2, 2)",2,"[{'trial': 1, 'layer': 2, 'sv_ratio': 0.7211775333568581, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.057559989392757416, 'compress_loss': 0.05698009952902794, 'prev_best_val': 6.330467551341879, 'candidate_val': 5.93586512158383, 'improved': True}, {'trial': 2, 'layer': 2, 'sv_ratio': 0.5372836330887292, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.056613173335790634, 'compress_loss': 0.056486036628484726, 'prev_best_val': 5.93586512158383, 'candidate_val': 6.124050083987081, 'improved': False}]"
15000,7501,15000,1000,0.058646976947784424,0.058646976947784424,5.400498317976643,5.400498317976643,5.5539864277362305,"(2, 2, 2, 2)","(2, 2, 2, 2)",1,"[{'trial': 1, 'layer': 2, 'sv_ratio': 0.5176345462804885, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.058108918368816376, 'compress_loss': 0.05798005685210228, 'prev_best_val': 5.400498317976643, 'candidate_val': 5.440374045996691, 'improved': False}]"
16000,8001,16000,1000,0.05990702286362648,0.05806553363800049,5.030775401342882,4.918842132369436,5.563169034161991,"(2, 2, 2, 2)","(2, 2, 2, 2)",3,"[{'trial': 1, 'layer': 2, 'sv_ratio': 0.6018016000567854, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.059546757489442825, 'compress_loss': 0.05918116495013237, 'prev_best_val': 5.030775401342882, 'candidate_val': 4.976074406255393, 'improved': True}, {'trial': 2, 'layer': 2, 'sv_ratio': 0.6075689992470401, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.05827266350388527, 'compress_loss': 0.05806553363800049, 'prev_best_val': 4.976074406255393, 'candidate_val': 4.918842132369436, 'improved': True}, {'trial': 3, 'layer': 2, 'sv_ratio': 0.5747704002036932, 'ranks_before': (2, 2, 2, 2), 'ranks_after_expand': (2, 2, 4, 2), 'ranks_after_compress': (2, 2, 2, 2), 'expand_loss': 0.0576363243162632, 'compress_loss': 0.05720259249210358, 'prev_best_val': 4.918842132369436, 'candidate_val': 4.96475186838863, 'improved': False}]"
