train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
1000,501,1000,1000,0.05461961776018143,0.05461961776018143,6.072047626178547,6.072047626178547,6.86957995970392,"(2, 2)","(2, 2)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.672974794905094, 'ranks_before': (2, 2), 'ranks_after_expand': (4, 2), 'ranks_after_compress': (4, 2), 'expand_loss': 0.054382774978876114, 'compress_loss': 0.05431763455271721, 'prev_best_val': 6.072047626178547, 'candidate_val': 6.076293194335471, 'improved': False}]"
2000,1001,2000,1000,0.05452881380915642,0.05432512238621712,5.906309978845792,5.898677651097877,6.895978272767354,"(2, 2)","(2, 4)",2,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.8388517597327684, 'ranks_before': (2, 2), 'ranks_after_expand': (2, 4), 'ranks_after_compress': (2, 4), 'expand_loss': 0.05435789003968239, 'compress_loss': 0.05432512238621712, 'prev_best_val': 5.906309978845792, 'candidate_val': 5.898677651097877, 'improved': True}, {'trial': 2, 'layer': 0, 'sv_ratio': 0.8255728216779404, 'ranks_before': (2, 4), 'ranks_after_expand': (4, 4), 'ranks_after_compress': (4, 4), 'expand_loss': 0.026033271104097366, 'compress_loss': 0.025952305644750595, 'prev_best_val': 5.898677651097877, 'candidate_val': 5.980892726024672, 'improved': False}]"
3000,1501,3000,1000,0.05379872024059296,0.00036332375020720065,5.435415346731788,3.9357217345372395,4.849528857015858,"(2, 4)","(33, 110)",17,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.856166931303804, 'ranks_before': (2, 4), 'ranks_after_expand': (4, 4), 'ranks_after_compress': (4, 4), 'expand_loss': 0.026013825088739395, 'compress_loss': 0.025895657017827034, 'prev_best_val': 5.435415346731788, 'candidate_val': 5.232396494660547, 'improved': True}, {'trial': 2, 'layer': 0, 'sv_ratio': 0.5544865195486585, 'ranks_before': (4, 4), 'ranks_after_expand': (8, 4), 'ranks_after_compress': (8, 4), 'expand_loss': 0.025840818881988525, 'compress_loss': 0.025823958218097687, 'prev_best_val': 5.232396494660547, 'candidate_val': 5.166809109304088, 'improved': True}, {'trial': 3, 'layer': 1, 'sv_ratio': 0.346902898664202, 'ranks_before': (8, 4), 'ranks_after_expand': (8, 8), 'ranks_after_compress': (8, 8), 'expand_loss': 0.005039326846599579, 'compress_loss': 0.004786105826497078, 'prev_best_val': 5.166809109304088, 'candidate_val': 4.932061244655393, 'improved': True}, {'trial': 4, 'layer': 1, 'sv_ratio': 0.3376708670275517, 'ranks_before': (8, 8), 'ranks_after_expand': (8, 16), 'ranks_after_compress': (8, 16), 'expand_loss': 0.0043459064327180386, 'compress_loss': 0.004092000890523195, 'prev_best_val': 4.932061244655393, 'candidate_val': 4.881709653092627, 'improved': True}, {'trial': 5, 'layer': 0, 'sv_ratio': 0.3398726074569114, 'ranks_before': (8, 16), 'ranks_after_expand': (16, 16), 'ranks_after_compress': (16, 16), 'expand_loss': 0.001371751306578517, 'compress_loss': 0.001201583188958466, 'prev_best_val': 4.881709653092627, 'candidate_val': 4.5225680174744065, 'improved': True}, {'trial': 6, 'layer': 1, 'sv_ratio': 0.058558100405582264, 'ranks_before': (16, 16), 'ranks_after_expand': (16, 32), 'ranks_after_compress': (16, 32), 'expand_loss': 0.001092899008654058, 'compress_loss': 0.001056478824466467, 'prev_best_val': 4.5225680174744065, 'candidate_val': 4.431099616183394, 'improved': True}, {'trial': 7, 'layer': 0, 'sv_ratio': 0.030304151533896217, 'ranks_before': (16, 32), 'ranks_after_expand': (32, 32), 'ranks_after_compress': (25, 32), 'expand_loss': 0.0008411682210862637, 'compress_loss': 0.0007817337173037231, 'prev_best_val': 4.431099616183394, 'candidate_val': 4.2562578733992025, 'improved': True}, {'trial': 8, 'layer': 1, 'sv_ratio': 0.02348411820570203, 'ranks_before': (25, 32), 'ranks_after_expand': (25, 64), 'ranks_after_compress': (25, 60), 'expand_loss': 0.0007209820323623717, 'compress_loss': 0.0006853985833004117, 'prev_best_val': 4.2562578733992025, 'candidate_val': 4.16395975722517, 'improved': True}, {'trial': 9, 'layer': 0, 'sv_ratio': 0.016173834906449955, 'ranks_before': (25, 60), 'ranks_after_expand': (50, 60), 'ranks_after_compress': (29, 58), 'expand_loss': 0.0006102531333453953, 'compress_loss': 0.0006106497603468597, 'prev_best_val': 4.16395975722517, 'candidate_val': 4.086074536753183, 'improved': True}, {'trial': 10, 'layer': 1, 'sv_ratio': 0.009403508698168974, 'ranks_before': (29, 58), 'ranks_after_expand': (29, 116), 'ranks_after_compress': (27, 102), 'expand_loss': 0.0005701375775970519, 'compress_loss': 0.000565068272408098, 'prev_best_val': 4.086074536753183, 'candidate_val': 4.039581968484566, 'improved': True}, {'trial': 11, 'layer': 0, 'sv_ratio': 0.011439088468207322, 'ranks_before': (27, 102), 'ranks_after_expand': (54, 102), 'ranks_after_compress': (31, 89), 'expand_loss': 0.0004994063638150692, 'compress_loss': 0.0005156138213351369, 'prev_best_val': 4.039581968484566, 'candidate_val': 4.013317290004232, 'improved': True}, {'trial': 12, 'layer': 0, 'sv_ratio': 0.007373937076712431, 'ranks_before': (31, 89), 'ranks_after_expand': (62, 89), 'ranks_after_compress': (33, 80), 'expand_loss': 0.0004660766862798482, 'compress_loss': 0.0004533763276413083, 'prev_best_val': 4.013317290004232, 'candidate_val': 3.9762489476384997, 'improved': True}, {'trial': 13, 'layer': 1, 'sv_ratio': 0.007468575718645022, 'ranks_before': (33, 80), 'ranks_after_expand': (33, 160), 'ranks_after_compress': (30, 122), 'expand_loss': 0.00047066816478036344, 'compress_loss': 0.0004521877272054553, 'prev_best_val': 3.9762489476384997, 'candidate_val': 3.9696871105510505, 'improved': True}, {'trial': 14, 'layer': 0, 'sv_ratio': 0.006900533034020105, 'ranks_before': (30, 122), 'ranks_after_expand': (60, 122), 'ranks_after_compress': (31, 101), 'expand_loss': 0.00040629468276165426, 'compress_loss': 0.00041541928658261895, 'prev_best_val': 3.9696871105510505, 'candidate_val': 3.9473287806634274, 'improved': True}, {'trial': 15, 'layer': 1, 'sv_ratio': 0.005614853752504028, 'ranks_before': (31, 101), 'ranks_after_expand': (31, 202), 'ranks_after_compress': (29, 142), 'expand_loss': 0.00039196136640384793, 'compress_loss': 0.0003872848174069077, 'prev_best_val': 3.9473287806634274, 'candidate_val': 3.9413932335260355, 'improved': True}, {'trial': 16, 'layer': 0, 'sv_ratio': 0.009029058976076577, 'ranks_before': (29, 142), 'ranks_after_expand': (58, 142), 'ranks_after_compress': (33, 110), 'expand_loss': 0.0003419836575631052, 'compress_loss': 0.00036332375020720065, 'prev_best_val': 3.9413932335260355, 'candidate_val': 3.9357217345372395, 'improved': True}, {'trial': 17, 'layer': 1, 'sv_ratio': 0.005941124078176696, 'ranks_before': (33, 110), 'ranks_after_expand': (33, 220), 'ranks_after_compress': (30, 171), 'expand_loss': 0.00034334021620452404, 'compress_loss': 0.00034186465200036764, 'prev_best_val': 3.9357217345372395, 'candidate_val': 3.9412620625889865, 'improved': False}]"
4000,2001,4000,1000,0.0013331329682841897,0.0005713902646675706,4.419154072657793,4.3059851399983655,4.438943427890094,"(33, 110)","(48, 63)",3,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.06301272192887476, 'ranks_before': (33, 110), 'ranks_after_expand': (66, 110), 'ranks_after_compress': (50, 56), 'expand_loss': 0.0008139497949741781, 'compress_loss': 0.0007444766233675182, 'prev_best_val': 4.419154072657793, 'candidate_val': 4.308192000592165, 'improved': True}, {'trial': 2, 'layer': 1, 'sv_ratio': 0.00503339527291284, 'ranks_before': (50, 56), 'ranks_after_expand': (50, 112), 'ranks_after_compress': (48, 63), 'expand_loss': 0.0006196380127221346, 'compress_loss': 0.0005713902646675706, 'prev_best_val': 4.308192000592165, 'candidate_val': 4.3059851399983655, 'improved': True}, {'trial': 3, 'layer': 0, 'sv_ratio': 0.007488512837467604, 'ranks_before': (48, 63), 'ranks_after_expand': (96, 63), 'ranks_after_compress': (53, 53), 'expand_loss': 0.0004945052205584943, 'compress_loss': 0.0004904225352220237, 'prev_best_val': 4.3059851399983655, 'candidate_val': 4.312989878181989, 'improved': False}]"
5000,2501,5000,1000,0.0009882258018478751,0.0005190260708332062,4.060633858554732,4.050971367212632,4.167084307491313,"(48, 63)","(72, 46)",2,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.03645398454284091, 'ranks_before': (48, 63), 'ranks_after_expand': (96, 63), 'ranks_after_compress': (72, 46), 'expand_loss': 0.000495821819640696, 'compress_loss': 0.0005190260708332062, 'prev_best_val': 4.060633858554732, 'candidate_val': 4.050971367212632, 'improved': True}, {'trial': 2, 'layer': 0, 'sv_ratio': 0.00661056313214621, 'ranks_before': (72, 46), 'ranks_after_expand': (144, 46), 'ranks_after_compress': (83, 40), 'expand_loss': 0.00037677527870982885, 'compress_loss': 0.00043107886449433863, 'prev_best_val': 4.050971367212632, 'candidate_val': 4.053326514217406, 'improved': False}]"
6000,3001,6000,1000,0.0006324462592601776,0.0006324462592601776,3.6544131732381517,3.6544131732381517,4.118514431798798,"(72, 46)","(72, 46)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.024797609075362746, 'ranks_before': (72, 46), 'ranks_after_expand': (144, 46), 'ranks_after_compress': (92, 34), 'expand_loss': 0.0003714919148478657, 'compress_loss': 0.0006136719603091478, 'prev_best_val': 3.6544131732381517, 'candidate_val': 3.7291300860997767, 'improved': False}]"
7000,3501,7000,1000,0.0007867598324082792,0.0007867598324082792,5.9305430915979995,5.9305430915979995,4.164719369150183,"(72, 46)","(72, 46)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.05867368646309982, 'ranks_before': (72, 46), 'ranks_after_expand': (144, 46), 'ranks_after_compress': (112, 28), 'expand_loss': 0.00030921745928935707, 'compress_loss': 0.00038169833715073764, 'prev_best_val': 5.9305430915979995, 'candidate_val': 6.1906709093992, 'improved': False}]"
8000,4001,8000,1000,0.0008054605568759143,0.0008054605568759143,4.08341141653069,4.08341141653069,4.328021520498555,"(72, 46)","(72, 46)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.09342284389905298, 'ranks_before': (72, 46), 'ranks_after_expand': (144, 46), 'ranks_after_compress': (129, 32), 'expand_loss': 0.00033063231967389584, 'compress_loss': 0.0002817467029672116, 'prev_best_val': 4.08341141653069, 'candidate_val': 4.1076282684069545, 'improved': False}]"
9000,4501,9000,1000,0.0006629840936511755,0.0006629840936511755,4.48545780170544,4.48545780170544,4.292631088940832,"(72, 46)","(72, 46)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.14370731348188664, 'ranks_before': (72, 46), 'ranks_after_expand': (144, 46), 'ranks_after_compress': (139, 36), 'expand_loss': 0.0003175463352818042, 'compress_loss': 0.00029311873367987573, 'prev_best_val': 4.48545780170544, 'candidate_val': 4.775041303046112, 'improved': False}]"
10000,5001,10000,1000,0.0007086950354278088,0.0007086950354278088,4.100620176613631,4.100620176613631,4.295138574832032,"(72, 46)","(72, 46)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.1953124497037052, 'ranks_before': (72, 46), 'ranks_after_expand': (144, 46), 'ranks_after_compress': (144, 36), 'expand_loss': 0.00019468556274659932, 'compress_loss': 0.00020147327450104058, 'prev_best_val': 4.100620176613631, 'candidate_val': 4.1022030931135625, 'improved': False}]"
