train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
1000,501,1000,1000,0.05555975064635277,0.05555975064635277,5.863412896123378,5.863412896123378,6.306659408961478,"(2, 2, 2)","(2, 2, 2)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.577096234882313, 'ranks_before': (2, 2, 2), 'ranks_after_expand': (4, 2, 2), 'ranks_after_compress': (4, 2, 2), 'expand_loss': 0.0545288547873497, 'compress_loss': 0.05447753518819809, 'prev_best_val': 5.863412896123378, 'candidate_val': 5.896940180996229, 'improved': False}]"
2000,1001,2000,1000,0.05482799559831619,0.05431500822305679,4.995742951069729,4.959657506531541,6.248048107688007,"(2, 2, 2)","(2, 2, 4)",2,"[{'trial': 1, 'layer': 2, 'sv_ratio': 0.7172250078374235, 'ranks_before': (2, 2, 2), 'ranks_after_expand': (2, 2, 4), 'ranks_after_compress': (2, 2, 4), 'expand_loss': 0.05448134243488312, 'compress_loss': 0.05431500822305679, 'prev_best_val': 4.995742951069729, 'candidate_val': 4.959657506531541, 'improved': True}, {'trial': 2, 'layer': 0, 'sv_ratio': 0.6027021692010994, 'ranks_before': (2, 2, 4), 'ranks_after_expand': (4, 2, 4), 'ranks_after_compress': (4, 2, 4), 'expand_loss': 0.054253797978162766, 'compress_loss': 0.05406370013952255, 'prev_best_val': 4.959657506531541, 'candidate_val': 4.966908929411717, 'improved': False}]"
3000,1501,3000,1000,0.053721923381090164,0.053721923381090164,4.812539803095305,4.812539803095305,5.621716890539669,"(2, 2, 4)","(2, 2, 4)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.6765640800031518, 'ranks_before': (2, 2, 4), 'ranks_after_expand': (2, 4, 4), 'ranks_after_compress': (2, 4, 4), 'expand_loss': 0.05308691784739494, 'compress_loss': 0.05230997875332832, 'prev_best_val': 4.812539803095305, 'candidate_val': 4.831796195964001, 'improved': False}]"
4000,2001,4000,1000,0.04768740013241768,0.04768740013241768,5.882104167164923,5.882104167164923,5.797369825177166,"(2, 2, 4)","(2, 2, 4)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.8125309392261189, 'ranks_before': (2, 2, 4), 'ranks_after_expand': (2, 4, 4), 'ranks_after_compress': (2, 4, 4), 'expand_loss': 0.041570402681827545, 'compress_loss': 0.04034057632088661, 'prev_best_val': 5.882104167164923, 'candidate_val': 5.93038387574623, 'improved': False}]"
5000,2501,5000,1000,0.04310484603047371,0.04310484603047371,4.913206338849717,4.913206338849717,5.45569456962238,"(2, 2, 4)","(2, 2, 4)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.711277071659162, 'ranks_before': (2, 2, 4), 'ranks_after_expand': (2, 4, 4), 'ranks_after_compress': (2, 4, 4), 'expand_loss': 0.04228241741657257, 'compress_loss': 0.04193123057484627, 'prev_best_val': 4.913206338849717, 'candidate_val': 4.9830989602819145, 'improved': False}]"
6000,3001,6000,1000,0.04369049519300461,0.04285450652241707,4.976719493410308,4.767822158404019,5.624611336883075,"(2, 2, 4)","(2, 3, 4)",2,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.7396834468726969, 'ranks_before': (2, 2, 4), 'ranks_after_expand': (2, 4, 4), 'ranks_after_compress': (2, 3, 4), 'expand_loss': 0.04320085793733597, 'compress_loss': 0.04285450652241707, 'prev_best_val': 4.976719493410308, 'candidate_val': 4.767822158404019, 'improved': True}, {'trial': 2, 'layer': 0, 'sv_ratio': 0.7810499968273372, 'ranks_before': (2, 3, 4), 'ranks_after_expand': (4, 3, 4), 'ranks_after_compress': (4, 3, 4), 'expand_loss': 0.03114962950348854, 'compress_loss': 0.029950879514217377, 'prev_best_val': 4.767822158404019, 'candidate_val': 5.672413640689193, 'improved': False}]"
7000,3501,7000,1000,0.04365597292780876,0.04365597292780876,7.3134335523090845,7.3134335523090845,5.533911595223168,"(2, 3, 4)","(2, 3, 4)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.8411855026428866, 'ranks_before': (2, 3, 4), 'ranks_after_expand': (4, 3, 4), 'ranks_after_compress': (4, 3, 4), 'expand_loss': 0.031046243384480476, 'compress_loss': 0.03055436536669731, 'prev_best_val': 7.3134335523090845, 'candidate_val': 7.530741990986146, 'improved': False}]"
8000,4001,8000,1000,0.043957579880952835,0.043957579880952835,5.201297051706841,5.201297051706841,5.494078945965193,"(2, 3, 4)","(2, 3, 4)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.7218037762637977, 'ranks_before': (2, 3, 4), 'ranks_after_expand': (4, 3, 4), 'ranks_after_compress': (4, 3, 4), 'expand_loss': 0.0332406610250473, 'compress_loss': 0.032348353415727615, 'prev_best_val': 5.201297051706841, 'candidate_val': 5.811527699952183, 'improved': False}]"
9000,4501,9000,1000,0.043039724230766296,0.043039724230766296,5.310633334123079,5.310633334123079,5.922117819244583,"(2, 3, 4)","(2, 3, 4)",1,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.5080121845900226, 'ranks_before': (2, 3, 4), 'ranks_after_expand': (4, 3, 4), 'ranks_after_compress': (4, 3, 4), 'expand_loss': 0.04019054025411606, 'compress_loss': 0.03472208231687546, 'prev_best_val': 5.310633334123079, 'candidate_val': 5.503714936633802, 'improved': False}]"
10000,5001,10000,1000,0.04275476187467575,0.04275476187467575,5.50804559493702,5.50804559493702,5.893993440304746,"(2, 3, 4)","(2, 3, 4)",1,"[{'trial': 1, 'layer': 1, 'sv_ratio': 0.5055270665640073, 'ranks_before': (2, 3, 4), 'ranks_after_expand': (2, 6, 4), 'ranks_after_compress': (2, 4, 4), 'expand_loss': 0.04212022200226784, 'compress_loss': 0.041985370218753815, 'prev_best_val': 5.50804559493702, 'candidate_val': 5.572912157338705, 'improved': False}]"
11000,5501,11000,1000,0.04264793545007706,0.03677503019571304,5.6841500319238065,5.649072120408026,5.994945613847964,"(2, 3, 4)","(4, 3, 4)",2,"[{'trial': 1, 'layer': 0, 'sv_ratio': 0.6005695634295708, 'ranks_before': (2, 3, 4), 'ranks_after_expand': (4, 3, 4), 'ranks_after_compress': (4, 3, 4), 'expand_loss': 0.03971424698829651, 'compress_loss': 0.03677503019571304, 'prev_best_val': 5.6841500319238065, 'candidate_val': 5.649072120408026, 'improved': True}, {'trial': 2, 'layer': 1, 'sv_ratio': 0.5318001837980629, 'ranks_before': (4, 3, 4), 'ranks_after_expand': (4, 6, 4), 'ranks_after_compress': (4, 4, 4), 'expand_loss': 0.03408797085285187, 'compress_loss': 0.03318711742758751, 'prev_best_val': 5.649072120408026, 'candidate_val': 6.414067997009605, 'improved': False}]"
