train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
11000,5501,11000,1000,0.008169276639819145,0.008169276639819145,2.2814090187517584,2.2814090187517584,2.561627742778516,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.26252188718434655, 0.23460075133348549], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.004882415756583214, 'compress_loss': 0.0042738844640553, 'prev_best_val': 2.2814090187517584, 'candidate_val': 2.4693125445695148, 'improved': False}]"
12000,6001,12000,1000,0.008570482023060322,0.008570482023060322,2.4947367184800187,2.4947367184800187,2.4467632606563927,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.21875632892772562, 0.2572533662283012], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.005565404426306486, 'compress_loss': 0.004546580370515585, 'prev_best_val': 2.4947367184800187, 'candidate_val': 2.739965479830081, 'improved': False}]"
13000,6501,13000,1000,0.00881669670343399,0.00881669670343399,2.2601760382081286,2.2601760382081286,2.3011708394718626,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.22409552328678486, 0.22625463758422112], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.005403883755207062, 'compress_loss': 0.0050003076903522015, 'prev_best_val': 2.2601760382081286, 'candidate_val': 2.509402791860645, 'improved': False}]"
14000,7001,14000,1000,0.00992959551513195,0.00992959551513195,2.502611858515513,2.502611858515513,2.14341946492248,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.22992082878465434, 0.262365910926805], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.0058582862839102745, 'compress_loss': 0.00529871741309762, 'prev_best_val': 2.502611858515513, 'candidate_val': 2.644311332898745, 'improved': False}]"
15000,7501,15000,1000,0.009875363670289516,0.009875363670289516,2.1299317019954347,2.1299317019954347,2.1994886567556144,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.26745275853301154, 0.19089656657393858], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.006019151769578457, 'compress_loss': 0.005638498347252607, 'prev_best_val': 2.1299317019954347, 'candidate_val': 2.397285185377986, 'improved': False}]"
16000,8001,16000,1000,0.01183086633682251,0.01183086633682251,2.231592440052553,2.231592440052553,2.022870791275,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2957334766293512, 0.2217844946879606], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.008310329169034958, 'compress_loss': 0.00799412839114666, 'prev_best_val': 2.231592440052553, 'candidate_val': 2.2739553617594925, 'improved': False}]"
17000,8501,17000,1000,0.010429127141833305,0.010429127141833305,1.841490308927776,1.841490308927776,2.0185548175364545,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.26791985062088797, 0.22431704938076735], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.007025673054158688, 'compress_loss': 0.006394823547452688, 'prev_best_val': 1.841490308927776, 'candidate_val': 1.891637292085209, 'improved': False}]"
18000,9001,18000,1000,0.009916353970766068,0.009916353970766068,2.234481071538751,2.234481071538751,2.0250830366012305,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2019517606419325, 0.16297057560257328], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.006819701753556728, 'compress_loss': 0.0063869524747133255, 'prev_best_val': 2.234481071538751, 'candidate_val': 2.2529261940008807, 'improved': False}]"
19000,9501,19000,1000,0.010525012388825417,0.010525012388825417,1.976735568914554,1.976735568914554,2.0066864982219634,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2428504796169279, 0.18645233517107992], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.007320626173168421, 'compress_loss': 0.006971752271056175, 'prev_best_val': 1.976735568914554, 'candidate_val': 2.0686807379831245, 'improved': False}]"
20000,10001,20000,1000,0.01088416576385498,0.01088416576385498,3.196629251649981,3.196629251649981,1.9445937383699576,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.25495417519057045, 0.1421326659068943], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.007561253383755684, 'compress_loss': 0.007196585647761822, 'prev_best_val': 3.196629251649981, 'candidate_val': 3.2474382134766526, 'improved': False}]"
21000,10501,21000,1000,0.010773980058729649,0.007090063765645027,1.9356772817559549,1.8793828161099713,1.9601322541104163,"(10, 10)","(20, 20)",2,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2685656797965105, 0.2140746942377014], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.007499348372220993, 'compress_loss': 0.007090063765645027, 'prev_best_val': 1.9356772817559549, 'candidate_val': 1.8793828161099713, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.126320387442365, 0.04262312069430819], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (40, 35), 'expand_loss': 0.004741116892546415, 'compress_loss': 0.004436992574483156, 'prev_best_val': 1.8793828161099713, 'candidate_val': 1.9043177995703808, 'improved': False}]"
22000,11001,22000,1000,0.011678109876811504,0.011678109876811504,1.8102340489726099,1.8102340489726099,1.7809562091593976,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2175391884976542, 0.2488305642630676], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.008051530458033085, 'compress_loss': 0.0074499500915408134, 'prev_best_val': 1.8102340489726099, 'candidate_val': 1.9296783895701823, 'improved': False}]"
23000,11501,23000,1000,0.011256438679993153,0.011256438679993153,2.7370332824129893,2.7370332824129893,1.720321618493163,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2829040507096244, 0.19529457547256418], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.007870564237236977, 'compress_loss': 0.007374388165771961, 'prev_best_val': 2.7370332824129893, 'candidate_val': 2.7533376639999303, 'improved': False}]"
24000,12001,24000,1000,0.011005815118551254,0.007399389054626226,1.6576480256402844,1.6115050914389062,1.6688226685680592,"(10, 10)","(20, 20)",2,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.27789801144727055, 0.23492887464851628], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.007742167916148901, 'compress_loss': 0.007399389054626226, 'prev_best_val': 1.6576480256402844, 'candidate_val': 1.6115050914389062, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.1587351463275446, 0.0452690257301947], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (40, 35), 'expand_loss': 0.004938802216202021, 'compress_loss': 0.004599591251462698, 'prev_best_val': 1.6115050914389062, 'candidate_val': 1.7466940810018168, 'improved': False}]"
25000,12501,25000,1000,0.011882942169904709,0.008251341059803963,1.9670395195033175,1.894481847324959,1.757881324598593,"(10, 10)","(20, 20)",2,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.3168664125087829, 0.20746150804991753], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.009223639033734798, 'compress_loss': 0.008251341059803963, 'prev_best_val': 1.9670395195033175, 'candidate_val': 1.894481847324959, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.16095410531898263, 0.04294864263409932], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (40, 35), 'expand_loss': 0.005875452421605587, 'compress_loss': 0.005384266376495361, 'prev_best_val': 1.894481847324959, 'candidate_val': 2.0807902663155464, 'improved': False}]"
