train_steps,unique_train_samples,val_window_start,val_window_length,base_train_loss,final_train_loss,base_val_logpi_l1,final_val_logpi_l1,master_logpi_l1,base_ranks,final_ranks,num_growth_trials,growth_trials
1000,501,1000,1000,0.007026576437056065,0.007026576437056065,5.663139140561916,5.663139140561916,6.018346820041376,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.10656979979380783, 0.38255496955058865], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.004260699264705181, 'compress_loss': 0.0033330365549772978, 'prev_best_val': 5.663139140561916, 'candidate_val': 5.670338863482826, 'improved': False}]"
2000,1001,2000,1000,0.007493543904274702,0.0007137132342904806,4.8046214976707,3.724818472037196,4.841149126147139,"(10, 10)","(49, 160)",5,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.12244568978302696, 0.29653650061222736], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.003968336153775454, 'compress_loss': 0.003032992361113429, 'prev_best_val': 4.8046214976707, 'candidate_val': 4.686723656654505, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.03544186163116691, 0.04891563084032197], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (36, 40), 'expand_loss': 0.0019369994988664985, 'compress_loss': 0.0012453333474695683, 'prev_best_val': 4.686723656654505, 'candidate_val': 3.938468178985617, 'improved': True}, {'trial': 3, 'strategy': 'double_all', 'sv_ratios': [0.008671392109272954, 0.022262513140835306], 'ranks_before': (36, 40), 'ranks_target': (72, 80), 'ranks_after_expand': (72, 80), 'ranks_after_compress': (45, 80), 'expand_loss': 0.0010467269457876682, 'compress_loss': 0.0008972649811767042, 'prev_best_val': 3.938468178985617, 'candidate_val': 3.7698484346686896, 'improved': True}, {'trial': 4, 'strategy': 'double_all', 'sv_ratios': [0.004825975800460885, 0.01242281437349673], 'ranks_before': (45, 80), 'ranks_target': (90, 160), 'ranks_after_expand': (90, 160), 'ranks_after_compress': (49, 160), 'expand_loss': 0.0006654542521573603, 'compress_loss': 0.0007137132342904806, 'prev_best_val': 3.7698484346686896, 'candidate_val': 3.724818472037196, 'improved': True}, {'trial': 5, 'strategy': 'double_all', 'sv_ratios': [0.007128026100785916, 0.0037095111547350303], 'ranks_before': (49, 160), 'ranks_target': (98, 320), 'ranks_after_expand': (98, 320), 'ranks_after_compress': (19, 7), 'expand_loss': 0.007720374967902899, 'compress_loss': 0.03437860682606697, 'prev_best_val': 3.724818472037196, 'candidate_val': 4.432493669177535, 'improved': False}]"
3000,1501,3000,1000,0.006441571284085512,0.0006200291682034731,4.415158693105205,3.4043881342995617,4.47354709666332,"(10, 10)","(64, 252)",6,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.07399663094454632, 0.3032273899778773], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.0044396198354661465, 'compress_loss': 0.0024908753111958504, 'prev_best_val': 4.415158693105205, 'candidate_val': 3.9238065782200118, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.03775042669158414, 0.04808326532841153], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (30, 40), 'expand_loss': 0.0019439199240878224, 'compress_loss': 0.0015417863614857197, 'prev_best_val': 3.9238065782200118, 'candidate_val': 3.7241426606624275, 'improved': True}, {'trial': 3, 'strategy': 'double_all', 'sv_ratios': [0.014333527914178655, 0.014016976294523673], 'ranks_before': (30, 40), 'ranks_target': (60, 80), 'ranks_after_expand': (60, 80), 'ranks_after_compress': (41, 77), 'expand_loss': 0.0011991197243332863, 'compress_loss': 0.0010725280735641718, 'prev_best_val': 3.7241426606624275, 'candidate_val': 3.492337082436106, 'improved': True}, {'trial': 4, 'strategy': 'double_all', 'sv_ratios': [0.006161528591623867, 0.007830504333615223], 'ranks_before': (41, 77), 'ranks_target': (82, 154), 'ranks_after_expand': (82, 154), 'ranks_after_compress': (45, 143), 'expand_loss': 0.0008748054387979209, 'compress_loss': 0.0008196501876227558, 'prev_best_val': 3.492337082436106, 'candidate_val': 3.457150120286791, 'improved': True}, {'trial': 5, 'strategy': 'double_all', 'sv_ratios': [0.004848836195030077, 0.0066368842314123155], 'ranks_before': (45, 143), 'ranks_target': (90, 286), 'ranks_after_expand': (90, 286), 'ranks_after_compress': (64, 252), 'expand_loss': 0.0006748167797923088, 'compress_loss': 0.0006200291682034731, 'prev_best_val': 3.457150120286791, 'candidate_val': 3.4043881342995617, 'improved': True}, {'trial': 6, 'strategy': 'double_all', 'sv_ratios': [0.002890053074885783, 0.004722184904074425], 'ranks_before': (64, 252), 'ranks_target': (128, 504), 'ranks_after_expand': (128, 504), 'ranks_after_compress': (24, 7), 'expand_loss': 0.008022674359381199, 'compress_loss': 0.012887772172689438, 'prev_best_val': 3.4043881342995617, 'candidate_val': 4.880539260031117, 'improved': False}]"
4000,2001,4000,1000,0.006387994159013033,0.0005189689691178501,4.526786770716505,3.885739100881989,3.9244244442678715,"(10, 10)","(57, 161)",7,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.1385097223945284, 0.242995459333168], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.002262114780023694, 'compress_loss': 0.0017427754355594516, 'prev_best_val': 4.526786770716505, 'candidate_val': 4.013849323152273, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.09377456380559583, 0.017171096346155382], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (37, 40), 'expand_loss': 0.0012275498593226075, 'compress_loss': 0.0009724212577566504, 'prev_best_val': 4.013849323152273, 'candidate_val': 3.9274762635392295, 'improved': True}, {'trial': 3, 'strategy': 'double_all', 'sv_ratios': [0.01394853144110744, 0.009078939941510423], 'ranks_before': (37, 40), 'ranks_target': (74, 80), 'ranks_after_expand': (74, 80), 'ranks_after_compress': (47, 66), 'expand_loss': 0.000786773394793272, 'compress_loss': 0.0007935884641483426, 'prev_best_val': 3.9274762635392295, 'candidate_val': 3.926119615588528, 'improved': True}, {'trial': 4, 'strategy': 'double_all', 'sv_ratios': [0.006317396793497021, 0.0072050701424942005], 'ranks_before': (47, 66), 'ranks_target': (94, 132), 'ranks_after_expand': (94, 132), 'ranks_after_compress': (50, 103), 'expand_loss': 0.000723997363820672, 'compress_loss': 0.0006937337457202375, 'prev_best_val': 3.926119615588528, 'candidate_val': 3.918504922460521, 'improved': True}, {'trial': 5, 'strategy': 'double_all', 'sv_ratios': [0.0039314427481542975, 0.0044535069989066825], 'ranks_before': (50, 103), 'ranks_target': (100, 206), 'ranks_after_expand': (100, 206), 'ranks_after_compress': (55, 134), 'expand_loss': 0.0006112151313573122, 'compress_loss': 0.0005837882054038346, 'prev_best_val': 3.918504922460521, 'candidate_val': 3.886099016072998, 'improved': True}, {'trial': 6, 'strategy': 'double_all', 'sv_ratios': [0.004022906922937564, 0.0032869608854278016], 'ranks_before': (55, 134), 'ranks_target': (110, 268), 'ranks_after_expand': (110, 268), 'ranks_after_compress': (57, 161), 'expand_loss': 0.0005396213964559138, 'compress_loss': 0.0005189689691178501, 'prev_best_val': 3.886099016072998, 'candidate_val': 3.885739100881989, 'improved': True}, {'trial': 7, 'strategy': 'double_all', 'sv_ratios': [0.0034797956712987444, 0.0028191285969696714], 'ranks_before': (57, 161), 'ranks_target': (114, 322), 'ranks_after_expand': (114, 322), 'ranks_after_compress': (28, 14), 'expand_loss': 0.007250532973557711, 'compress_loss': 0.0031877481378614902, 'prev_best_val': 3.885739100881989, 'candidate_val': 4.205198448871852, 'improved': False}]"
5000,2501,5000,1000,0.005744325462728739,0.0009203812223859131,3.520387763329279,3.26974731851541,3.4457670211856155,"(10, 10)","(54, 59)",4,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.20396613791158902, 0.33768022480254245], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.002893101191148162, 'compress_loss': 0.002194069093093276, 'prev_best_val': 3.520387763329279, 'candidate_val': 3.373415241503595, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.09198742101787927, 0.01770690969033772], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (38, 40), 'expand_loss': 0.001471961266361177, 'compress_loss': 0.0012820323463529348, 'prev_best_val': 3.373415241503595, 'candidate_val': 3.276498642881645, 'improved': True}, {'trial': 3, 'strategy': 'double_all', 'sv_ratios': [0.01967033331547276, 0.009670003086172423], 'ranks_before': (38, 40), 'ranks_target': (76, 80), 'ranks_after_expand': (76, 80), 'ranks_after_compress': (54, 59), 'expand_loss': 0.0010365337366238236, 'compress_loss': 0.0009203812223859131, 'prev_best_val': 3.276498642881645, 'candidate_val': 3.26974731851541, 'improved': True}, {'trial': 4, 'strategy': 'double_all', 'sv_ratios': [0.006449040117405982, 0.005834422830646184], 'ranks_before': (54, 59), 'ranks_target': (108, 118), 'ranks_after_expand': (108, 118), 'ranks_after_compress': (66, 76), 'expand_loss': 0.0008102800347842276, 'compress_loss': 0.0007829337264411151, 'prev_best_val': 3.26974731851541, 'candidate_val': 3.2947975207442983, 'improved': False}]"
6000,3001,6000,1000,0.00519638042896986,0.0011608630884438753,3.342800012358738,3.0642392551062523,3.20185525644869,"(10, 10)","(49, 44)",4,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.19803291137555964, 0.2856269613948297], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.0027935639955103397, 'compress_loss': 0.002380462596192956, 'prev_best_val': 3.342800012358738, 'candidate_val': 3.1624787659320566, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.09398104005190439, 0.021210519576120784], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (40, 39), 'expand_loss': 0.0015511540696024895, 'compress_loss': 0.0014660515589639544, 'prev_best_val': 3.1624787659320566, 'candidate_val': 3.0935130291002584, 'improved': True}, {'trial': 3, 'strategy': 'double_all', 'sv_ratios': [0.0174393316967491, 0.005616408251868357], 'ranks_before': (40, 39), 'ranks_target': (80, 78), 'ranks_after_expand': (80, 78), 'ranks_after_compress': (49, 44), 'expand_loss': 0.0012733808252960443, 'compress_loss': 0.0011608630884438753, 'prev_best_val': 3.0935130291002584, 'candidate_val': 3.0642392551062523, 'improved': True}, {'trial': 4, 'strategy': 'double_all', 'sv_ratios': [0.007608636476094961, 0.005781589653494711], 'ranks_before': (49, 44), 'ranks_target': (98, 88), 'ranks_after_expand': (98, 88), 'ranks_after_compress': (58, 45), 'expand_loss': 0.000999156036414206, 'compress_loss': 0.0010196446673944592, 'prev_best_val': 3.0642392551062523, 'candidate_val': 3.0860595327978215, 'improved': False}]"
7000,3501,7000,1000,0.007295074872672558,0.007295074872672558,4.789710614571291,4.789710614571291,3.0474319670534196,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.18482220677249453, 0.32875294998092397], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.0032187479082494974, 'compress_loss': 0.0028758530970662832, 'prev_best_val': 4.789710614571291, 'candidate_val': 4.799612372095268, 'improved': False}]"
8000,4001,8000,1000,0.006642804481089115,0.002673954702913761,3.4430310447376526,3.2338243417317987,2.860461206676404,"(10, 10)","(20, 20)",2,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.25258008605539056, 0.3141933425642253], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.003294053254649043, 'compress_loss': 0.002673954702913761, 'prev_best_val': 3.4430310447376526, 'candidate_val': 3.2338243417317987, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.1084230014164231, 0.01445879574176432], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (40, 33), 'expand_loss': 0.001555342460051179, 'compress_loss': 0.0013003918575122952, 'prev_best_val': 3.2338243417317987, 'candidate_val': 3.2968819688050033, 'improved': False}]"
9000,4501,9000,1000,0.007482062093913555,0.007482062093913555,2.7922346795214694,2.7922346795214694,2.719097800778889,"(10, 10)","(10, 10)",1,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.17614962624193117, 0.3052220186880136], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.004194402135908604, 'compress_loss': 0.0038047698326408863, 'prev_best_val': 2.7922346795214694, 'candidate_val': 2.8146034851529356, 'improved': False}]"
10000,5001,10000,1000,0.0077314553782343864,0.0037502828054130077,2.634074049354033,2.6064301831472263,2.629435626202678,"(10, 10)","(20, 20)",2,"[{'trial': 1, 'strategy': 'double_all', 'sv_ratios': [0.2776653411783516, 0.2463210151772868], 'ranks_before': (10, 10), 'ranks_target': (20, 20), 'ranks_after_expand': (20, 20), 'ranks_after_compress': (20, 20), 'expand_loss': 0.004507460631430149, 'compress_loss': 0.0037502828054130077, 'prev_best_val': 2.634074049354033, 'candidate_val': 2.6064301831472263, 'improved': True}, {'trial': 2, 'strategy': 'double_all', 'sv_ratios': [0.12821030566393482, 0.02474080919485474], 'ranks_before': (20, 20), 'ranks_target': (40, 40), 'ranks_after_expand': (40, 40), 'ranks_after_compress': (40, 30), 'expand_loss': 0.002327161142602563, 'compress_loss': 0.00205882266163826, 'prev_best_val': 2.6064301831472263, 'candidate_val': 2.7173629425895576, 'improved': False}]"
