train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
250,126,50000,6646,250,l1,0.0009888152126222849,12.96827480970278,0.06612645000299719,0.3915056020200841,0.1511979378679215,0.5427035398880056,0.46573064374404494
375,189,50000,6646,250,l1,0.0034245988354086876,19.620224950356924,0.0912591148969528,0.42224196855194357,0.10622672232612422,0.5284686908780678,0.47523425866488245
563,283,50000,6646,250,l1,0.008146647363901138,20.658093235560994,0.09570492637848226,0.41548473450906914,0.11172399408620856,0.5272087285952777,0.47343139769454257
845,424,50000,6646,250,l1,0.018328389152884483,21.533704384813532,0.09438199905733145,0.4068038693536284,0.12363527849381939,0.5304391478474478,0.4706907466835118
1268,635,50000,6646,250,l1,0.027186261489987373,16.801817668603857,0.07083168765391001,0.3898332551273105,0.14816709661725067,0.5380003517445612,0.46414096061852894
1902,952,50000,6646,250,l1,0.036233238875865936,16.361808000181124,0.061402613874022995,0.37707763629914987,0.16352459438000294,0.5406022306791529,0.4570641813438761
2853,1428,50000,6646,250,l1,0.043954987078905106,13.680086118363269,0.047759096878228366,0.34606841880494504,0.20497275135970525,0.5510411701646504,0.44655553734367637
4280,2141,50000,6646,250,l1,0.05258885398507118,7.087026000239048,0.024895064672550815,0.2997031002726191,0.26139529267079986,0.561098392943419,0.4308877056543584
6420,3211,50000,6646,250,l1,0.05993660166859627,6.45682157861102,0.01965271266910447,0.2748076968859815,0.29487132745821215,0.5696790243441936,0.4135045870168689
9630,4816,50000,6646,250,l1,0.06524831056594849,5.808060276776466,0.017399481575647118,0.2754385572232994,0.2956641710298483,0.5711027282531477,0.41528905974486524
14445,7224,50000,6646,250,l1,0.06530147045850754,4.838378856270275,0.01327930853869143,0.2549136971468423,0.32040801637153904,0.5753217135183814,0.40824904468982937
