train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
250,126,50000,6646,250,l1,0.0019558058120310307,11.048866038843991,0.06406749122134012,0.3716428902081193,0.17389320023726076,0.5455360904453801,0.4604071769269922
375,189,50000,6646,250,l1,0.003593417117372155,11.315952390822863,0.06209803624412261,0.39137104899716624,0.1503924298394346,0.5417634788366008,0.46460131419650746
563,283,50000,6646,250,l1,0.010001804679632187,11.45791306816346,0.06517485935306613,0.3754666694745292,0.16923752521245222,0.5447041946869815,0.45893965617983074
845,424,50000,6646,250,l1,0.017555752769112587,10.55903731983393,0.057437127063486956,0.3753817878457118,0.16950361279811224,0.5448854006438241,0.461332691329367
1268,635,50000,6646,250,l1,0.030341915786266327,10.215021032125458,0.05030901138800954,0.366448276610694,0.18095726693395198,0.5474055435446461,0.4582407291270124
1902,952,50000,6646,250,l1,0.0394534096121788,10.722239935850663,0.049176343919039946,0.35534154674445506,0.1931736728555918,0.5485152196000469,0.4509371852576415
2853,1428,50000,6646,250,l1,0.04887942224740982,7.946348582529735,0.03200319550208199,0.3226154329566831,0.24103870656464996,0.563654139521333,0.43492902241746867
4280,2141,50000,6646,250,l1,0.053193867206573486,6.301752708206334,0.023825176841723247,0.28865522603614724,0.28399973150724245,0.5726549575433897,0.4260889807864081
6420,3211,50000,6646,250,l1,0.0617910660803318,5.916798136921345,0.02088345663790744,0.2805566902309248,0.29103765377774565,0.5715943440086705,0.42033616562156956
9630,4816,50000,6646,250,l1,0.05999075993895531,4.636168362887384,0.01406204141700886,0.25583081864267904,0.31954080371783555,0.5753716223605145,0.413467494636031
