train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
1000,1001,1000,1000,1000,l1,0.014415537938475609,0.0260569843205529,0.20327718328961542,0.13683139019233612,0.34010857348195156,0.44870585125857637
2000,2001,2000,1000,1000,l1,0.0208506528288126,0.02741073989443438,0.2639943726088379,0.1689114661409821,0.4329058387498201,0.4867854800317727
3000,3001,3000,1000,1000,l1,0.02564782090485096,0.025302570812378578,0.23181612762486328,0.18701552637052118,0.4188316539953844,0.47421815335988116
4000,4001,4000,1000,1000,l1,0.0272557083517313,0.01666848010723274,0.2321640256914183,0.1788212853347401,0.41098531102615843,0.4809652221357705
5000,5001,5000,1000,1000,l1,0.02930334396660328,0.00817410795678362,0.1217049215681343,0.156561052554739,0.27826597412287335,0.4081070462608464
6000,6001,6000,1000,1000,l1,0.031130775809288025,0.011341450315350034,0.1874578749300934,0.18584025318013728,0.37329812811023066,0.4711018719685819
7000,7001,7000,1000,1000,l1,0.032925866544246674,0.006134663152643482,0.09764367943227664,0.1864995548374639,0.28414323426974053,0.38794282923811746
8000,8001,8000,1000,1000,l1,0.0338527150452137,0.010436788067980802,0.17653347943989867,0.19957069744255992,0.3761041768824587,0.46535400337751376
9000,9001,9000,1000,1000,l1,0.03518864884972572,0.007549690967177705,0.13756240654249657,0.19368574905324934,0.33124815559574583,0.4361773030015171
10000,10001,10000,1000,1000,l1,0.03545873239636421,0.006643829799173214,0.13986301989940358,0.14558260869104186,0.2854456285904455,0.4738600127576913
11000,11001,11000,1000,1000,l1,0.03636935353279114,0.00870745498464083,0.18880019082603547,0.2235325106145465,0.41233270144058204,0.43855543240095485
12000,12001,12000,1000,1000,l1,0.0366782583296299,0.008528056658486981,0.19348094449331077,0.2070718225872182,0.40055276708052895,0.4610525001225307
13000,13001,13000,1000,1000,l1,0.03688697889447212,0.007287476890974408,0.15852277607842763,0.17659260881658934,0.33511538489501697,0.46327391827842057
14000,14001,14000,1000,1000,l1,0.03725048154592514,0.00609037007419963,0.10119476525253657,0.154217139541331,0.25541190479386755,0.42205969176150165
15000,15001,15000,1000,1000,l1,0.03786788135766983,0.012079597502484623,0.2735285984818121,0.13287531489341572,0.4064039133752278,0.589604075075481
16000,16001,16000,1000,1000,l1,0.03778289258480072,0.00775850283057479,0.16987796726871188,0.15948397025331443,0.3293619375220263,0.527608872041485
17000,17001,17000,1000,1000,l1,0.03815298154950142,0.008539245334864465,0.13413486495524007,0.21181153414237258,0.3459463990976126,0.41732315375326473
18000,18001,18000,1000,1000,l1,0.038508739322423935,0.021863167407150608,0.3229676763171714,0.1723813750908972,0.49534905140806856,0.5745671164783046
19000,19001,19000,1000,1000,l1,0.03814694657921791,0.004734551091306208,0.12937346735296704,0.20051530424926317,0.32988877160223024,0.45386625552231197
