train_size,unique_train_size,val_start,val_size,train_step,train_loss,final_train_loss,val_logpi_l1_error,val_mse_obs,mean_da_reject,mean_da_accept,mean_a1,mean_a2_reject
2500,1251,54146,2500,2500,mse,0.0005571109941229224,10.136364792615865,0.044444865147279175,0.3816500024753703,0.15300238623967316,0.5346523887150434,0.46383033882554403
5000,2501,54146,2500,2500,mse,0.0012068379437550902,6.508181596124443,0.02846755819736827,0.33847316242709924,0.21037664254421223,0.5488498049713114,0.44762469306073743
7500,3751,54146,2500,2500,mse,0.00163530302233994,6.258509728662953,0.024899475504841253,0.3332824183761185,0.21528637605637746,0.548568794432496,0.4416898601147126
10000,5001,54146,2500,2500,mse,0.002013962483033538,5.02764143609945,0.02018405498067523,0.325593894313287,0.22611975202881004,0.5517136463420971,0.4374880659372481
12500,6251,54146,2500,2500,mse,0.0023640396539121866,4.801635248254834,0.017542480186273433,0.3124371672907089,0.24268083943887672,0.5551180067295857,0.4315478167310239
15000,7501,54146,2500,2500,mse,0.002492350758984685,4.365775111379115,0.015391110549129445,0.3076146654605134,0.2489847735519117,0.5565994390124251,0.4258774872550872
17500,8751,54146,2500,2500,mse,0.0027509438805282116,4.2186918035843375,0.014216048025856451,0.30159247505399134,0.2560991554832959,0.5576916305372872,0.42190978736592877
20000,10001,54146,2500,2500,mse,0.0028162922244518995,4.123233224428731,0.01335448981469907,0.30237472432894935,0.2578151803581038,0.5601899046870532,0.4232112380206839
22500,11251,54146,2500,2500,mse,0.0028189225122332573,3.8279129226334354,0.011564648574641066,0.28462294123860893,0.2799989920631612,0.5646219333017701,0.40831883387027645
25000,12501,54146,2500,2500,mse,0.002958592027425766,3.5888110477177726,0.010962608177589041,0.28267430610492256,0.27890938192694037,0.5615836880318629,0.41021559812401137
27500,13751,54146,2500,2500,mse,0.0027512172237038612,3.2520946082222792,0.009408945024810891,0.2820095217662523,0.28171143988606157,0.563720961652314,0.40850245656063067
30000,15001,54146,2500,2500,mse,0.0027678231708705425,3.1178240118668055,0.009220683607019137,0.27770791343351187,0.2828982214960727,0.5606061349295846,0.40309106845162795
32500,16251,54146,2500,2500,mse,0.002561858156695962,2.916750868173381,0.007601811967795774,0.2675716364674984,0.2987709266026258,0.5663425630701241,0.39849801951138614
35000,17501,54146,2500,2500,mse,0.0025339615531265736,2.8683218944939433,0.00708639073203543,0.27101405671325174,0.2895266119634486,0.5605406686767004,0.39760760660472655
37500,18751,54146,2500,2500,mse,0.0023361125495284796,2.569781297020663,0.006062603916092868,0.2428103391827326,0.32141943185890265,0.5642297710416353,0.38989862755858573
40000,20001,54146,2500,2500,mse,0.0023316415026783943,2.5513089304439616,0.0058298848851418734,0.2403413883490799,0.32527783575949104,0.5656192241085709,0.3834307242901408
42500,21251,54146,2500,2500,mse,0.0022939243353903294,2.499922587947727,0.005411259826796329,0.23765514904387777,0.327927929985847,0.5655830790297248,0.38061985711121243
45000,22501,54146,2500,2500,mse,0.002112366957589984,2.1458506738900867,0.004761225961982022,0.2385126595767651,0.3280774125283141,0.5665900721050792,0.3703647694194598
47500,23751,54146,2500,2500,mse,0.0021270085126161575,2.195528257598113,0.004406947099241848,0.23168507556152382,0.3331185911227482,0.564803666684272,0.3695411009001499
50000,25001,54146,2500,2500,mse,0.001989313866943121,2.0116181796136074,0.0039027980912575825,0.23416766774094536,0.3326972453152636,0.5668649130562089,0.36480761102040987
