iteration,train_limit,base_hidden_sizes,final_hidden_sizes,val_error,master_val_error,growth_steps,final_train_loss
1,2000,[8],"[16, 8]",6.177164504775021,7.105277559020931,2,0.08014154434204102
2,4000,"[16, 8]","[16, 16]",5.485755313690404,6.020334508462263,1,0.07361021637916565
3,6000,"[16, 16]","[32, 16]",6.093213747125546,5.529359570667771,1,0.06751739978790283
4,8000,"[32, 16]","[32, 32]",4.452263443699981,4.457410103818042,1,0.0600816048681736
5,10000,"[32, 32]","[64, 64]",3.5954704994369373,4.062722201961246,2,0.04857099801301956
