iteration,train_limit,base_hidden_sizes,final_hidden_sizes,val_error,master_val_error,growth_steps,final_train_loss
1,500,[8],"[64, 32, 32]",7.036450779386341,8.011709590529698,5,0.06556728482246399
2,1000,"[64, 32, 32]","[64, 64, 64, 64]",5.871966342685685,6.895696113446136,3,0.009737074375152588
3,1500,"[64, 64, 64, 64]","[128, 64, 64, 64]",5.911198254271635,8.34794961029105,1,0.00732816057279706
4,2000,"[128, 64, 64, 64]","[128, 64, 64, 64]",4.68216790744402,7.5454239302476,0,0.015253773890435696
